county,week,week number,Examination Gloves,Viral Testing Media,Swabs,Other / None of the above,Cleaning Supplies,Surgical or Examination Gowns,Wipes,Shoe Covers,Surgical Masks,Face Shields (Disposable),Hand Sanitizers,Pharmaceuticals,Cloth Masks,Lab Supplies,Coveralls (Hospitals or EMS),Medical Equipment,N-95 Respirators,KN95 Respirators,Test Kits,Sample Collecting Kits,Goggles,Lab Kit,Body Bags,Personnel,Beds/Cots,Ventilators,Lab Platform,Fit Testing Supplies,Bedding Accessories
['Lake'],2021-03-13 to 2021-03-19,3,[8427720.0],[116228.0],[154700.0],[350.0],[0.0],[211302.0],[493080.0],[2800.0],[5688760.0],[147000.0],[75656.0],[91.0],[345037.0],[0.0],[0.0],[350.0],[713300.0],[79380.0],[143080.0],[0.0],[14000.0],[0.0],[0.0],[35.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Del Norte'],2021-03-13 to 2021-03-19,3,[8319900.0],[355005.0],[358400.0],[211246.0],[42.0],[707102.0],[854112.0],[28000.0],[10060400.0],[97300.0],[198268.0],[0.0],[414484.0],[0.0],[10500.0],[7000.0],[1711570.0],[190820.0],[155435.0],[322350.0],[8400.0],[0.0],[0.0],[42.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['San Mateo'],2021-03-13 to 2021-03-19,3,[16543800.0],[1349789.0],[1771350.0],[488782.0],[7056.0],[8202040.0],[19889520.0],[126000.0],[21067200.0],[976080.0],[477176.0],[5327.0],[2232272.0],[211400.0],[0.0],[163520.0],[3133200.0],[274750.0],[1664460.0],[285600.0],[66500.0],[0.0],[0.0],[329.0],[0.0],[91.0],[0.0],[301.0],[0.0]
['Tehama'],2021-03-13 to 2021-03-19,3,[1060360.0],[700.0],[24500.0],[54866.0],[0.0],[33600.0],[58240.0],[0.0],[3026800.0],[67200.0],[48356.0],[3472.0],[251125.0],[0.0],[0.0],[19600.0],[412440.0],[0.0],[222600.0],[12600.0],[1400.0],[0.0],[0.0],[84.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['San Francisco'],2021-03-13 to 2021-03-19,3,[34822120.0],[1786848.0],[2405935.0],[149583.0],[6720.0],[427602.0],[1121680.0],[0.0],[41054300.0],[2191420.0],[632786.0],[9659.0],[3137869.0],[317800.0],[18060.0],[73584.0],[16527420.0],[747880.0],[1639120.0],[79450.0],[87220.0],[0.0],[0.0],[728.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['San Joaquin'],2021-03-13 to 2021-03-19,3,[38819760.0],[417228.0],[806435.0],[1205715.0],[700000.0],[4457124.0],[5124280.0],[576100.0],[28717290.0],[3418072.0],[952070.0],[6930.0],[4025952.0],[0.0],[310975.0],[71414.0],[12261998.0],[1248520.0],[1178660.0],[361200.0],[375900.0],[0.0],[0.0],[2198.0],[0.0],[343.0],[0.0],[105.0],[0.0]
['Santa Barbara'],2021-03-13 to 2021-03-19,3,[18117120.0],[880915.0],[1267000.0],[20349.0],[0.0],[1091552.0],[722736.0],[0.0],[19789000.0],[508200.0],[1104516.0],[5825.0],[3093580.0],[0.0],[29134.0],[21350.0],[14194880.0],[327880.0],[434000.0],[336000.0],[96600.0],[0.0],[0.0],[344.0],[168.0],[0.0],[0.0],[126.0],[0.0]
['Sacramento'],2021-03-13 to 2021-03-19,3,[212114700.0],[2625826.0],[5257000.0],[9051014.0],[396354.0],[17805340.0],[80494400.0],[520100.0],[95884950.0],[13986224.0],[7266007.0],[18109.0],[9715860.0],[37800.0],[166810.0],[12236833.0],[48232645.0],[12314400.0],[2572550.0],[824600.0],[1250200.0],[0.0],[1820.0],[672.0],[0.0],[0.0],[0.0],[29.0],[0.0]
['Madera'],2021-03-13 to 2021-03-19,3,[1120000.0],[210812.0],[385000.0],[740012.0],[0.0],[427000.0],[191520.0],[140000.0],[4376400.0],[640836.0],[813232.0],[581.0],[1316000.0],[0.0],[0.0],[42812.0],[3463320.0],[97860.0],[405440.0],[84000.0],[7350.0],[0.0],[0.0],[497.0],[0.0],[161.0],[0.0],[14.0],[0.0]
['Yuba'],2021-03-13 to 2021-03-19,3,[9233000.0],[80220.0],[224014.0],[145194.0],[0.0],[612556.0],[0.0],[0.0],[5236000.0],[74200.0],[243138.0],[602.0],[496104.0],[0.0],[476.0],[140728.0],[381360.0],[0.0],[134400.0],[35000.0],[0.0],[0.0],[0.0],[958.0],[252.0],[28.0],[0.0],[0.0],[210.0]
['Santa Clara'],2021-03-13 to 2021-03-19,3,[57292200.0],[4494966.0],[4540200.0],[2378691.0],[168000.0],[3649030.0],[1990240.0],[1757000.0],[66561250.0],[13809628.0],[1585199.0],[96651.0],[10378340.0],[70000.0],[446264.0],[1736420.0],[56782327.0],[84560.0],[3518800.0],[2940000.0],[36400.0],[0.0],[0.0],[714.0],[0.0],[0.0],[0.0],[399.0],[0.0]
['Humboldt'],2021-03-13 to 2021-03-19,3,[11250960.0],[621292.0],[764400.0],[792631.0],[0.0],[1154650.0],[131040.0],[5250.0],[14144200.0],[310786.0],[276892.0],[48.0],[708533.0],[0.0],[0.0],[269528.0],[1952720.0],[134960.0],[326480.0],[441700.0],[13300.0],[0.0],[0.0],[0.0],[1456.0],[35.0],[0.0],[28.0],[0.0]
['San Diego'],2021-03-13 to 2021-03-19,3,[137551736.0],[1899520.0],[3136000.0],[2090935.0],[177282.0],[27648628.0],[5364888.0],[700000.0],[128875200.0],[5417056.0],[3399259.0],[49266.0],[14536256.0],[141400.0],[77364.0],[1492862.0],[20608732.0],[35280.0],[3412640.0],[470400.0],[824000.0],[0.0],[10570.0],[3509.0],[504.0],[1260.0],[0.0],[371.0],[0.0]
['San Benito'],2021-03-13 to 2021-03-19,3,[3339000.0],[269276.0],[665000.0],[3962.0],[0.0],[897820.0],[4861920.0],[14000.0],[2446500.0],[47600.0],[27440.0],[80.0],[222180.0],[7000.0],[1925.0],[48300.0],[1915270.0],[98280.0],[106400.0],[105600.0],[0.0],[0.0],[1820.0],[70.0],[0.0],[70.0],[0.0],[14.0],[0.0]
['Kings'],2021-03-13 to 2021-03-19,3,[3226720.0],[172480.0],[204421.0],[329924.0],[0.0],[706174.0],[161840.0],[7000.0],[5478200.0],[234192.0],[567798.0],[5012.0],[2703120.0],[0.0],[0.0],[70.0],[4675720.0],[87640.0],[135520.0],[179200.0],[385.0],[0.0],[0.0],[210.0],[0.0],[42.0],[0.0],[0.0],[0.0]
['Mariposa'],2021-03-13 to 2021-03-19,3,[1064000.0],[33712.0],[49000.0],[14700.0],[0.0],[11592.0],[29400.0],[7000.0],[952700.0],[29540.0],[97412.0],[100800.0],[67200.0],[0.0],[0.0],[0.0],[171360.0],[0.0],[76160.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Riverside'],2021-03-13 to 2021-03-19,3,[78174180.0],[1019298.0],[756000.0],[275331.0],[1680.0],[8269800.0],[1344000.0],[10500.0],[117301100.0],[2165016.0],[2834265.0],[42322.0],[10111500.0],[2443000.0],[56350.0],[224924.0],[20072647.0],[977200.0],[1175340.0],[735000.0],[196000.0],[0.0],[14000.0],[4713.0],[1281.0],[2380.0],[0.0],[147.0],[0.0]
['San Luis Obispo'],2021-03-13 to 2021-03-19,3,[8352400.0],[29400.0],[189021.0],[12019.0],[0.0],[193270.0],[924840.0],[182000.0],[10854200.0],[354160.0],[317128.0],[574.0],[1543500.0],[36400.0],[3150.0],[120834.0],[2898420.0],[175280.0],[224000.0],[0.0],[46900.0],[0.0],[0.0],[21.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Modoc'],2021-03-13 to 2021-03-19,3,[406000.0],[53998.0],[71400.0],[143108.0],[0.0],[91700.0],[13440.0],[0.0],[1401400.0],[37100.0],[30128.0],[252.0],[68313.0],[0.0],[0.0],[19600.0],[122920.0],[8820.0],[62720.0],[1750.0],[0.0],[0.0],[0.0],[63.0],[0.0],[14.0],[0.0],[0.0],[0.0]
['Calaveras'],2021-03-13 to 2021-03-19,3,[634200.0],[56000.0],[77007.0],[106400.0],[0.0],[99050.0],[200200.0],[0.0],[280000.0],[56910.0],[55076.0],[70.0],[213493.0],[35000.0],[0.0],[700.0],[277144.0],[36680.0],[44800.0],[33950.0],[4900.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Monterey'],2021-03-13 to 2021-03-19,3,[26754000.0],[767053.0],[1001000.0],[199353.0],[0.0],[1942990.0],[5525580.0],[102200.0],[24358936.0],[913080.0],[1255275.0],[2381.0],[1850296.0],[0.0],[58513.0],[29281.0],[12553860.0],[690060.0],[590520.0],[238000.0],[88200.0],[0.0],[700.0],[273.0],[0.0],[0.0],[0.0],[364.0],[0.0]
['Tuolumne'],2021-03-13 to 2021-03-19,3,[3571000.0],[42000.0],[154000.0],[28.0],[0.0],[339360.0],[21120.0],[0.0],[13597400.0],[209360.0],[99125.0],[2212.0],[191919.0],[0.0],[350.0],[8014.0],[1324744.0],[114660.0],[109830.0],[28000.0],[3500.0],[0.0],[0.0],[107.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Napa'],2021-03-13 to 2021-03-19,3,[27834800.0],[81592.0],[126000.0],[153363.0],[0.0],[663880.0],[77000.0],[0.0],[5773400.0],[255976.0],[1303890.0],[378.0],[1401533.0],[0.0],[0.0],[364.0],[2108428.0],[116060.0],[85120.0],[152600.0],[23800.0],[0.0],[0.0],[91.0],[0.0],[105.0],[0.0],[0.0],[0.0]
['Ventura'],2021-03-13 to 2021-03-19,3,[21118300.0],[874328.0],[1582000.0],[68292.0],[0.0],[3507350.0],[1513120.0],[0.0],[69882750.0],[2677500.0],[600425.0],[5947.0],[4015564.0],[0.0],[35280.0],[318920.0],[15927240.0],[371140.0],[201600.0],[797650.0],[49700.0],[0.0],[0.0],[455.0],[336.0],[350.0],[0.0],[595.0],[0.0]
['El Dorado'],2021-03-13 to 2021-03-19,3,[9205000.0],[26600.0],[49000.0],[127118.0],[0.0],[206220.0],[403200.0],[14000.0],[3548300.0],[131096.0],[106204.0],[0.0],[836500.0],[0.0],[1750.0],[77350.0],[306180.0],[88760.0],[300160.0],[102900.0],[20300.0],[0.0],[0.0],[168.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Placer'],2021-03-13 to 2021-03-19,3,[14311000.0],[1083824.0],[1281000.0],[12082.0],[0.0],[2769950.0],[1346800.0],[350000.0],[25765600.0],[827400.0],[689472.0],[102019.0],[2423120.0],[0.0],[15260.0],[0.0],[3728824.0],[1460620.0],[707840.0],[660800.0],[3661000.0],[0.0],[0.0],[77.0],[0.0],[0.0],[0.0],[98.0],[0.0]
['Contra Costa'],2021-03-13 to 2021-03-19,3,[28631900.0],[2875817.0],[2984100.0],[736691.0],[3570.0],[8846622.0],[29580040.0],[14000.0],[20209600.0],[1233736.0],[1659644.0],[5012.0],[3866212.0],[0.0],[26600.0],[225088.0],[17506390.0],[1294020.0],[1560370.0],[448700.0],[50400.0],[0.0],[0.0],[588.0],[0.0],[175.0],[0.0],[0.0],[0.0]
['Colusa'],2021-03-13 to 2021-03-19,3,[9688000.0],[36624.0],[35000.0],[70007.0],[0.0],[11592.0],[43680.0],[0.0],[9548000.0],[98448.0],[151403.0],[0.0],[342965.0],[0.0],[0.0],[19600.0],[497420.0],[0.0],[66220.0],[350.0],[11200.0],[0.0],[0.0],[14.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Sonoma'],2021-03-13 to 2021-03-19,3,[5986400.0],[1142519.0],[1547000.0],[1204196.0],[0.0],[740320.0],[434896.0],[0.0],[16956100.0],[812000.0],[395598.0],[2029.0],[3396120.0],[0.0],[106330.0],[113491.0],[6258700.0],[222180.0],[1287360.0],[890400.0],[76300.0],[0.0],[0.0],[1827.0],[0.0],[0.0],[0.0],[70.0],[0.0]
['Amador'],2021-03-13 to 2021-03-19,3,[945000.0],[33712.0],[98007.0],[10620.0],[210.0],[188300.0],[6720.0],[0.0],[1470000.0],[120176.0],[54768.0],[1435.0],[198744.0],[0.0],[7000.0],[56000.0],[1391600.0],[44100.0],[40901.0],[7000.0],[70000.0],[0.0],[0.0],[35.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Mono'],2021-03-13 to 2021-03-19,3,[1627500.0],[53690.0],[154007.0],[70700.0],[84.0],[65058.0],[60200.0],[33250.0],[970200.0],[43876.0],[85022.0],[0.0],[72100.0],[0.0],[378.0],[0.0],[395500.0],[42280.0],[98000.0],[0.0],[10500.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Shasta'],2021-03-13 to 2021-03-19,3,[1253000.0],[178416.0],[233100.0],[48524.0],[0.0],[143304.0],[73920.0],[0.0],[5053300.0],[155232.0],[196350.0],[231.0],[801444.0],[0.0],[0.0],[392.0],[480004.0],[0.0],[685440.0],[114800.0],[10500.0],[0.0],[0.0],[175.0],[0.0],[0.0],[0.0],[245.0],[0.0]
['Lassen'],2021-03-13 to 2021-03-19,3,[420000.0],[35280.0],[35035.0],[0.0],[0.0],[55370.0],[293440.0],[0.0],[3360000.0],[30184.0],[62748.0],[102200.0],[195699.0],[0.0],[0.0],[26985.0],[2919000.0],[88200.0],[156800.0],[36400.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Butte'],2021-03-13 to 2021-03-19,3,[2057720.0],[256312.0],[361214.0],[102053.0],[0.0],[331464.0],[4028640.0],[0.0],[7711200.0],[215684.0],[287133.0],[742.0],[1249220.0],[0.0],[0.0],[43050.0],[1637524.0],[376600.0],[273910.0],[232400.0],[27076.0],[1400.0],[700.0],[231.0],[0.0],[35.0],[0.0],[0.0],[0.0]
['Merced'],2021-03-13 to 2021-03-19,3,[26877000.0],[872515.0],[1066800.0],[101052.0],[42.0],[2472850.0],[434924.0],[21000.0],[17168400.0],[1356992.0],[232310.0],[2044.0],[1587460.0],[0.0],[0.0],[2772.0],[6134960.0],[246960.0],[1404480.0],[443100.0],[82705.0],[0.0],[3430.0],[414.0],[0.0],[56.0],[0.0],[14.0],[0.0]
['Glenn'],2021-03-13 to 2021-03-19,3,[777000.0],[32256.0],[91000.0],[70.0],[0.0],[19950.0],[0.0],[0.0],[1815800.0],[25900.0],[24472.0],[1785.0],[147679.0],[0.0],[0.0],[19600.0],[1743000.0],[0.0],[117880.0],[1750.0],[700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Plumas'],2021-03-13 to 2021-03-19,3,[308000.0],[19600.0],[70000.0],[16429.0],[0.0],[18200.0],[37800.0],[0.0],[701400.0],[32312.0],[25284.0],[1486.0],[121800.0],[0.0],[2814.0],[19600.0],[94920.0],[0.0],[40320.0],[0.0],[5600.0],[0.0],[0.0],[0.0],[0.0],[168.0],[0.0],[133.0],[0.0]
['Sierra'],2021-03-13 to 2021-03-19,3,[116060.0],[5600.0],[10500.0],[7000.0],[0.0],[12040.0],[33600.0],[0.0],[81900.0],[3500.0],[15974.0],[182.0],[21028.0],[10500.0],[0.0],[45500.0],[28280.0],[0.0],[8960.0],[5600.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[21.0],[0.0]
['Alpine'],2021-03-13 to 2021-03-19,3,[48160.0],[5600.0],[0.0],[252.0],[0.0],[350.0],[0.0],[0.0],[57400.0],[4900.0],[7294.0],[0.0],[1652.0],[0.0],[700.0],[0.0],[4760.0],[8820.0],[24920.0],[700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Los Angeles'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Solano'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Fresno'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Mendocino'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Trinity'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Nevada'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Inyo'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Yolo'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Santa Cruz'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Imperial'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Marin'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['San Bernardino'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Kern'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Orange'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Sutter'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Tulare'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Siskiyou'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Alameda'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Stanislaus'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Lake'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Del Norte'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['San Mateo'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Tehama'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['San Francisco'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['San Joaquin'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Santa Barbara'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Sacramento'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Madera'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Yuba'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Santa Clara'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Humboldt'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['San Diego'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['San Benito'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Kings'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Mariposa'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Riverside'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['San Luis Obispo'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Modoc'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Calaveras'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Monterey'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Tuolumne'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Napa'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Ventura'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['El Dorado'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Placer'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Contra Costa'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Colusa'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Sonoma'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Amador'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Mono'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Shasta'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Lassen'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Butte'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Merced'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Glenn'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Plumas'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Sierra'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Alpine'],2021-03-13 to 2021-03-19,4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
