county,week,week number,Examination Gloves,Lab Supplies,Viral Testing Media,Test Kits,Swabs,Surgical or Examination Gowns,Medical Equipment,Wipes,Surgical Masks,Cloth Masks,Shoe Covers,Other / None of the above,Face Shields (Disposable),N-95 Respirators,Hand Sanitizers,Cleaning Supplies,Sample Collecting Kits,Coveralls (Hospitals or EMS),Pharmaceuticals,Goggles,Body Bags,KN95 Respirators,Ventilators,Personnel,Beds/Cots,Lab Kit,Lab Platform,Bedding Accessories,Fit Testing Supplies
['Kern'],2021-01-23 to 2021-01-29,8,[11196500.0],[0.0],[829836.0],[707000.0],[876050.0],[4631060.0],[2765.0],[50400.0],[33223400.0],[7377300.0],[0.0],[137242.0],[3708348.0],[10691725.0],[7175371.0],[0.0],[0.0],[0.0],[17969.0],[1400.0],[0.0],[122640.0],[42.0],[1573.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Orange'],2021-01-23 to 2021-01-29,8,[84754880.0],[0.0],[3520020.0],[6623910.0],[3691000.0],[8447068.0],[2473862.0],[1605600.0],[104281220.0],[10297700.0],[282100.0],[2588089.0],[6575968.0],[47398778.0],[3542567.0],[7056.0],[1400.0],[11550.0],[49336.0],[1782340.0],[14140.0],[1057840.0],[636.0],[1079.0],[16100.0],[0.0],[0.0],[0.0],[188.0]
['Marin'],2021-01-23 to 2021-01-29,8,[9821000.0],[0.0],[214648.0],[463920.0],[336000.0],[1691340.0],[700.0],[1064000.0],[5793200.0],[598020.0],[140000.0],[494186.0],[1176728.0],[4226180.0],[202622.0],[0.0],[155050.0],[151396.0],[1064.0],[0.0],[0.0],[31640.0],[0.0],[133.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['San Mateo'],2021-01-23 to 2021-01-29,8,[13990800.0],[211400.0],[1349789.0],[1585740.0],[1771350.0],[7499740.0],[145520.0],[19889520.0],[20367200.0],[1414280.0],[126000.0],[488782.0],[976080.0],[3092880.0],[477176.0],[7056.0],[285600.0],[0.0],[5327.0],[66500.0],[0.0],[274750.0],[91.0],[301.0],[0.0],[0.0],[0.0],[0.0],[301.0]
['Imperial'],2021-01-23 to 2021-01-29,8,[13300580.0],[0.0],[324324.0],[383600.0],[406000.0],[1756482.0],[4305.0],[390880.0],[31787700.0],[1184540.0],[0.0],[466592.0],[935960.0],[8024660.0],[1271648.0],[0.0],[152600.0],[497567.0],[112126.0],[42000.0],[3500.0],[1165500.0],[754.0],[1155.0],[315.0],[0.0],[0.0],[0.0],[0.0]
['Alameda'],2021-01-23 to 2021-01-29,8,[52292200.0],[305200.0],[2083298.0],[1339800.0],[3078600.0],[2107308.0],[270921.0],[4800600.0],[107175600.0],[12454600.0],[28000.0],[1354619.0],[2200408.0],[16883720.0],[2700306.0],[0.0],[120400.0],[61474.0],[13251.0],[92400.0],[0.0],[447440.0],[70.0],[371.0],[0.0],[0.0],[0.0],[0.0],[1288.0]
['Placer'],2021-01-23 to 2021-01-29,8,[12198000.0],[0.0],[1083824.0],[707840.0],[1281000.0],[2543450.0],[0.0],[1066800.0],[25093600.0],[1778000.0],[350000.0],[11732.0],[813400.0],[3685864.0],[681076.0],[0.0],[660800.0],[15260.0],[101983.0],[3656800.0],[0.0],[1398880.0],[0.0],[77.0],[0.0],[0.0],[0.0],[0.0],[98.0]
['San Joaquin'],2021-01-23 to 2021-01-29,8,[37499760.0],[0.0],[417228.0],[1133860.0],[806435.0],[4277124.0],[1400.0],[3111480.0],[26837290.0],[2910600.0],[576100.0],[1205495.0],[3350272.0],[11856718.0],[952082.0],[700000.0],[361200.0],[310975.0],[6930.0],[375900.0],[0.0],[1248520.0],[343.0],[389.0],[0.0],[0.0],[0.0],[0.0],[105.0]
['Riverside'],2021-01-23 to 2021-01-29,8,[78125180.0],[2443000.0],[1019298.0],[1069740.0],[756000.0],[8260000.0],[93040.0],[1288560.0],[113466950.0],[6405420.0],[10500.0],[274043.0],[2150316.0],[20025600.0],[2822953.0],[1680.0],[735000.0],[56350.0],[42122.0],[182000.0],[14000.0],[977200.0],[1670.0],[1188.0],[1281.0],[0.0],[0.0],[0.0],[147.0]
['Amador'],2021-01-23 to 2021-01-29,8,[931000.0],[0.0],[33712.0],[40901.0],[98007.0],[188300.0],[33600.0],[0.0],[1414000.0],[168000.0],[0.0],[10605.0],[120176.0],[1371440.0],[54096.0],[210.0],[7000.0],[7000.0],[1386.0],[70000.0],[0.0],[44100.0],[0.0],[35.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Mariposa'],2021-01-23 to 2021-01-29,8,[994000.0],[0.0],[33712.0],[69760.0],[49000.0],[11592.0],[0.0],[29400.0],[932200.0],[52500.0],[7000.0],[14700.0],[29540.0],[171360.0],[93092.0],[0.0],[0.0],[0.0],[100800.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Mendocino'],2021-01-23 to 2021-01-29,8,[3913000.0],[24612.0],[122241.0],[156800.0],[207200.0],[507360.0],[29400.0],[72000.0],[4787000.0],[629590.0],[0.0],[4550.0],[287700.0],[1438480.0],[150702.0],[224000.0],[68152.0],[2240.0],[448.0],[19600.0],[0.0],[14000.0],[14.0],[84.0],[301.0],[0.0],[0.0],[0.0],[0.0]
['Stanislaus'],2021-01-23 to 2021-01-29,8,[25438000.0],[81200.0],[1034908.0],[980000.0],[1178800.0],[9644400.0],[28147.0],[39816.0],[15100000.0],[2810080.0],[126000.0],[26460.0],[762652.0],[10257868.0],[1188925.0],[1003612.0],[394800.0],[159978.0],[107450.0],[95200.0],[700.0],[257040.0],[1470.0],[630.0],[0.0],[0.0],[0.0],[0.0],[7.0]
['Fresno'],2021-01-23 to 2021-01-29,8,[34564040.0],[0.0],[801500.0],[870940.0],[1052800.0],[1304660.0],[36330.0],[703360.0],[56357000.0],[10043800.0],[241150.0],[463169.0],[2073400.0],[11397120.0],[2216403.0],[0.0],[10500.0],[8960.0],[11543.0],[77000.0],[0.0],[897540.0],[20.0],[965.0],[0.0],[0.0],[0.0],[0.0],[861.0]
['San Francisco'],2021-01-23 to 2021-01-29,8,[34672120.0],[317800.0],[1681512.0],[1482320.0],[2195935.0],[400302.0],[73584.0],[494480.0],[40539800.0],[2696680.0],[0.0],[149583.0],[2184420.0],[16423740.0],[626962.0],[6720.0],[79450.0],[18060.0],[6167.0],[85820.0],[0.0],[747880.0],[0.0],[728.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Tulare'],2021-01-23 to 2021-01-29,8,[27331720.0],[0.0],[504049.0],[568960.0],[1169700.0],[1800414.0],[44989.0],[505120.0],[18486400.0],[1525500.0],[99050.0],[155706.0],[1600322.0],[6588082.0],[589414.0],[14.0],[534800.0],[93975.0],[7014.0],[44380.0],[4970.0],[350000.0],[196.0],[777.0],[4200.0],[0.0],[0.0],[0.0],[0.0]
['Monterey'],2021-01-23 to 2021-01-29,8,[21369000.0],[0.0],[767053.0],[514360.0],[1001000.0],[1928990.0],[2058.0],[4711980.0],[23700936.0],[1112800.0],[102200.0],[182609.0],[885080.0],[12467980.0],[1253819.0],[0.0],[238000.0],[58513.0],[2345.0],[88200.0],[700.0],[672420.0],[0.0],[168.0],[0.0],[0.0],[0.0],[0.0],[332.0]
['San Bernardino'],2021-01-23 to 2021-01-29,8,[30450000.0],[0.0],[319130.0],[735490.0],[511000.0],[2438394.0],[18900.0],[6720.0],[45756200.0],[7610120.0],[5250.0],[60277.0],[1929032.0],[8862298.0],[1006292.0],[0.0],[140000.0],[49875.0],[31206.0],[33040.0],[11550.0],[235900.0],[2100.0],[2330.0],[0.0],[0.0],[0.0],[0.0],[140.0]
['Lake'],2021-01-23 to 2021-01-29,8,[6894720.0],[0.0],[112700.0],[143080.0],[154700.0],[182952.0],[350.0],[345240.0],[5447400.0],[264040.0],[2800.0],[350.0],[147000.0],[651700.0],[75656.0],[0.0],[0.0],[0.0],[91.0],[14000.0],[0.0],[79380.0],[0.0],[35.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Santa Barbara'],2021-01-23 to 2021-01-29,8,[17503120.0],[0.0],[880915.0],[434000.0],[1267000.0],[965002.0],[11350.0],[357056.0],[19166000.0],[2566060.0],[0.0],[20349.0],[499800.0],[14183360.0],[1083516.0],[0.0],[336000.0],[29134.0],[5789.0],[95200.0],[0.0],[327880.0],[0.0],[203.0],[168.0],[0.0],[0.0],[0.0],[126.0]
['San Benito'],2021-01-23 to 2021-01-29,8,[1743000.0],[7000.0],[269276.0],[106400.0],[560000.0],[897820.0],[32900.0],[2061920.0],[2359000.0],[136500.0],[14000.0],[3962.0],[47600.0],[1683990.0],[27440.0],[0.0],[89600.0],[1925.0],[56.0],[0.0],[1820.0],[56280.0],[70.0],[70.0],[0.0],[0.0],[0.0],[0.0],[14.0]
['Glenn'],2021-01-23 to 2021-01-29,8,[777000.0],[0.0],[32256.0],[117880.0],[91000.0],[19950.0],[19600.0],[0.0],[1766800.0],[101500.0],[0.0],[70.0],[25900.0],[1743000.0],[24472.0],[0.0],[1750.0],[0.0],[1785.0],[700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Nevada'],2021-01-23 to 2021-01-29,8,[2933600.0],[0.0],[83139.0],[44240.0],[120400.0],[223584.0],[53300.0],[12600.0],[908600.0],[77500.0],[0.0],[22988.0],[67500.0],[1020040.0],[59150.0],[0.0],[4550.0],[2800.0],[700.0],[5900.0],[0.0],[95200.0],[0.0],[70.0],[0.0],[0.0],[0.0],[0.0],[28.0]
['San Diego'],2021-01-23 to 2021-01-29,8,[124909736.0],[141400.0],[1731520.0],[3401120.0],[3136000.0],[27397228.0],[1408842.0],[4808888.0],[124854000.0],[10188500.0],[700000.0],[2088667.0],[5401256.0],[19035285.0],[3296579.0],[177282.0],[470400.0],[77364.0],[49266.0],[817600.0],[10170.0],[35280.0],[1260.0],[2305.0],[504.0],[0.0],[0.0],[0.0],[159.0]
['Inyo'],2021-01-23 to 2021-01-29,8,[4065960.0],[52500.0],[17726.0],[61350.0],[126700.0],[35924.0],[26893.0],[660800.0],[3646300.0],[921340.0],[28000.0],[5488.0],[193592.0],[661360.0],[113484.0],[756.0],[9100.0],[10087.0],[100800.0],[2100.0],[1050.0],[66920.0],[280.0],[21.0],[364.0],[0.0],[0.0],[0.0],[32.0]
['Yolo'],2021-01-23 to 2021-01-29,8,[7863160.0],[7056.0],[88256.0],[340480.0],[147000.0],[552846.0],[0.0],[530880.0],[5254000.0],[2441240.0],[42000.0],[85925.0],[298460.0],[1772760.0],[296535.0],[0.0],[21000.0],[28063.0],[959.0],[16800.0],[0.0],[334040.0],[0.0],[217.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Modoc'],2021-01-23 to 2021-01-29,8,[406000.0],[0.0],[53998.0],[62720.0],[71400.0],[91700.0],[19600.0],[0.0],[1387400.0],[57120.0],[0.0],[143073.0],[36400.0],[122920.0],[29988.0],[0.0],[1750.0],[0.0],[252.0],[0.0],[0.0],[8820.0],[14.0],[63.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Humboldt'],2021-01-23 to 2021-01-29,8,[10332960.0],[0.0],[551236.0],[234080.0],[729400.0],[1088500.0],[73486.0],[50400.0],[13896200.0],[569940.0],[5250.0],[792211.0],[307136.0],[1858720.0],[273512.0],[0.0],[441700.0],[0.0],[0.0],[10500.0],[0.0],[134960.0],[35.0],[0.0],[1456.0],[0.0],[0.0],[0.0],[28.0]
['Ventura'],2021-01-23 to 2021-01-29,8,[21073300.0],[0.0],[874328.0],[201600.0],[1582000.0],[3500350.0],[240520.0],[1459360.0],[67955250.0],[2482620.0],[0.0],[68292.0],[2563900.0],[15895560.0],[545445.0],[0.0],[797650.0],[35280.0],[5635.0],[46900.0],[0.0],[371140.0],[350.0],[0.0],[336.0],[0.0],[0.0],[0.0],[595.0]
['Tuolumne'],2021-01-23 to 2021-01-29,8,[3568000.0],[0.0],[42000.0],[109830.0],[154000.0],[324660.0],[7000.0],[20160.0],[13497900.0],[129840.0],[0.0],[28.0],[202360.0],[1321864.0],[94325.0],[0.0],[28000.0],[350.0],[2212.0],[3500.0],[0.0],[114660.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Santa Cruz'],2021-01-23 to 2021-01-29,8,[16250080.0],[71652.0],[363090.0],[406400.0],[463400.0],[2667700.0],[1930.0],[266000.0],[15218000.0],[1316840.0],[476000.0],[29890.0],[746844.0],[7848905.0],[801220.0],[5600.0],[164500.0],[37800.0],[497.0],[34720.0],[0.0],[85820.0],[0.0],[707.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Solano'],2021-01-23 to 2021-01-29,8,[15395520.0],[93800.0],[411978.0],[878080.0],[693700.0],[678496.0],[7364.0],[40320.0],[9924600.0],[899920.0],[5250.0],[96397.0],[726138.0],[3861340.0],[244636.0],[0.0],[0.0],[33250.0],[3052.0],[70700.0],[0.0],[13020.0],[0.0],[126.0],[0.0],[45500.0],[0.0],[0.0],[35.0]
['Siskiyou'],2021-01-23 to 2021-01-29,8,[1246000.0],[0.0],[44142.0],[226520.0],[197407.0],[91784.0],[39550.0],[7000.0],[4263000.0],[339500.0],[0.0],[0.0],[35224.0],[854280.0],[60732.0],[0.0],[73500.0],[0.0],[2835.0],[0.0],[0.0],[70000.0],[0.0],[35.0],[0.0],[0.0],[0.0],[0.0],[98.0]
['Del Norte'],2021-01-23 to 2021-01-29,8,[7902900.0],[0.0],[355005.0],[134315.0],[358400.0],[552552.0],[0.0],[847392.0],[9968400.0],[381220.0],[28000.0],[211246.0],[90300.0],[1489810.0],[182028.0],[42.0],[322350.0],[10500.0],[0.0],[8400.0],[0.0],[190820.0],[0.0],[42.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Plumas'],2021-01-23 to 2021-01-29,8,[308000.0],[0.0],[19600.0],[40320.0],[70000.0],[18200.0],[19600.0],[37800.0],[659400.0],[105000.0],[0.0],[16422.0],[30912.0],[94920.0],[25116.0],[0.0],[0.0],[2814.0],[1414.0],[5600.0],[0.0],[0.0],[168.0],[0.0],[0.0],[0.0],[0.0],[0.0],[133.0]
['Tehama'],2021-01-23 to 2021-01-29,8,[535360.0],[0.0],[700.0],[222600.0],[24500.0],[33600.0],[19600.0],[44800.0],[2900800.0],[164500.0],[0.0],[54866.0],[67200.0],[400120.0],[48356.0],[0.0],[12600.0],[0.0],[3472.0],[1400.0],[0.0],[0.0],[0.0],[84.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Madera'],2021-01-23 to 2021-01-29,8,[1113000.0],[0.0],[210812.0],[378560.0],[385000.0],[427000.0],[7530.0],[78400.0],[4124400.0],[1053500.0],[140000.0],[451568.0],[640836.0],[3456600.0],[812532.0],[0.0],[84000.0],[0.0],[581.0],[7350.0],[0.0],[97860.0],[131.0],[154.0],[0.0],[0.0],[0.0],[0.0],[6.0]
['Sonoma'],2021-01-23 to 2021-01-29,8,[5986400.0],[0.0],[1142519.0],[642880.0],[1463000.0],[740320.0],[77028.0],[434896.0],[16448600.0],[2886240.0],[0.0],[1148056.0],[812000.0],[6258700.0],[395598.0],[0.0],[890400.0],[106330.0],[1981.0],[76300.0],[0.0],[222180.0],[0.0],[434.0],[0.0],[0.0],[0.0],[0.0],[70.0]
['Mono'],2021-01-23 to 2021-01-29,8,[1535500.0],[0.0],[48650.0],[98000.0],[140007.0],[65058.0],[0.0],[60200.0],[956200.0],[59500.0],[33250.0],[70700.0],[41476.0],[358540.0],[84862.0],[84.0],[0.0],[378.0],[0.0],[10500.0],[0.0],[42280.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Lassen'],2021-01-23 to 2021-01-29,8,[420000.0],[0.0],[35280.0],[129920.0],[35035.0],[55370.0],[12950.0],[280000.0],[3304000.0],[165900.0],[0.0],[0.0],[30184.0],[2919000.0],[62580.0],[0.0],[36400.0],[0.0],[102200.0],[0.0],[0.0],[88200.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['El Dorado'],2021-01-23 to 2021-01-29,8,[8673000.0],[0.0],[26600.0],[237440.0],[49000.0],[205520.0],[4850.0],[35520.0],[3281800.0],[568540.0],[14000.0],[126763.0],[128296.0],[274500.0],[102536.0],[0.0],[102900.0],[1750.0],[0.0],[20300.0],[0.0],[88760.0],[0.0],[126.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Alpine'],2021-01-23 to 2021-01-29,8,[48160.0],[0.0],[5600.0],[24920.0],[0.0],[350.0],[0.0],[0.0],[56000.0],[1400.0],[0.0],[252.0],[4900.0],[4760.0],[7294.0],[0.0],[700.0],[700.0],[0.0],[0.0],[0.0],[8820.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Santa Clara'],2021-01-30 to 2021-02-05,9,[57285200.0],[70000.0],[4494966.0],[3337040.0],[4540200.0],[3641680.0],[1736420.0],[1972320.0],[64615250.0],[7988540.0],[1757000.0],[2375163.0],[13804028.0],[56755447.0],[1573915.0],[168000.0],[2940000.0],[446264.0],[93219.0],[26600.0],[0.0],[84560.0],[0.0],[700.0],[0.0],[0.0],[0.0],[0.0],[399.0]
['San Luis Obispo'],2021-01-30 to 2021-02-05,9,[6832400.0],[36400.0],[29400.0],[195200.0],[189021.0],[189070.0],[16762.0],[635880.0],[10602200.0],[1296120.0],[182000.0],[12019.0],[353360.0],[2852340.0],[317128.0],[0.0],[0.0],[3150.0],[574.0],[42700.0],[0.0],[175280.0],[0.0],[7.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Kings'],2021-01-30 to 2021-02-05,9,[3205720.0],[0.0],[172480.0],[135520.0],[204421.0],[704424.0],[70.0],[20720.0],[5236700.0],[2478000.0],[7000.0],[329924.0],[231392.0],[4662280.0],[565978.0],[0.0],[179200.0],[0.0],[5012.0],[385.0],[0.0],[87640.0],[42.0],[98.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Yuba'],2021-01-30 to 2021-02-05,9,[9233000.0],[0.0],[80220.0],[134400.0],[224014.0],[612556.0],[140728.0],[0.0],[5110000.0],[378000.0],[0.0],[145194.0],[74200.0],[381360.0],[243138.0],[0.0],[35000.0],[476.0],[602.0],[0.0],[0.0],[0.0],[28.0],[154.0],[252.0],[0.0],[0.0],[140.0],[0.0]
['Shasta'],2021-01-30 to 2021-02-05,9,[1239000.0],[0.0],[178416.0],[560000.0],[233100.0],[141554.0],[392.0],[13440.0],[4843300.0],[597660.0],[0.0],[48524.0],[153832.0],[473284.0],[195650.0],[0.0],[114800.0],[0.0],[231.0],[9100.0],[0.0],[0.0],[0.0],[133.0],[0.0],[0.0],[0.0],[0.0],[245.0]
['Los Angeles'],2021-01-30 to 2021-02-05,9,[400268000.0],[0.0],[7616182.0],[6175680.0],[11036550.0],[88246142.0],[2885295.0],[11503192.0],[443795050.0],[26219720.0],[359100.0],[1765486.0],[28527502.0],[282112100.0],[13647969.0],[2800.0],[385000.0],[154819.0],[274316.0],[445200.0],[33740.0],[1279600.0],[7372.0],[15724.0],[1474.0],[0.0],[0.0],[0.0],[259.0]
['Sacramento'],2021-01-30 to 2021-02-05,9,[190096700.0],[37800.0],[2625826.0],[2293790.0],[5208000.0],[17592540.0],[209731.0],[73791600.0],[91573950.0],[6706140.0],[520100.0],[1010604.0],[13655624.0],[47173365.0],[7189451.0],[396354.0],[824600.0],[166810.0],[14521.0],[1241800.0],[1820.0],[12308400.0],[0.0],[572.0],[0.0],[0.0],[0.0],[0.0],[28.0]
['Trinity'],2021-01-30 to 2021-02-05,9,[1750000.0],[7000.0],[20650.0],[94080.0],[35707.0],[89978.0],[19600.0],[25200.0],[567560.0],[63000.0],[0.0],[18200.0],[41160.0],[226604.0],[13972.0],[0.0],[17500.0],[126.0],[595.0],[0.0],[0.0],[8820.0],[0.0],[28.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Napa'],2021-01-30 to 2021-02-05,9,[27834800.0],[0.0],[81592.0],[85120.0],[126000.0],[663880.0],[364.0],[77000.0],[5573400.0],[1256780.0],[0.0],[153363.0],[255976.0],[2108428.0],[1303890.0],[0.0],[148600.0],[0.0],[378.0],[23800.0],[0.0],[116060.0],[105.0],[63.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Colusa'],2021-01-30 to 2021-02-05,9,[9688000.0],[0.0],[36624.0],[66220.0],[35000.0],[10192.0],[19600.0],[43680.0],[9506000.0],[308000.0],[0.0],[70007.0],[98448.0],[490700.0],[151403.0],[0.0],[350.0],[0.0],[0.0],[11200.0],[0.0],[0.0],[0.0],[14.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Sutter'],2021-01-30 to 2021-02-05,9,[623000.0],[0.0],[47824.0],[118160.0],[68600.0],[69440.0],[0.0],[8400.0],[1572200.0],[224000.0],[0.0],[68264.0],[133000.0],[936880.0],[47369.0],[0.0],[33600.0],[0.0],[35.0],[700.0],[0.0],[0.0],[0.0],[7.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Butte'],2021-01-30 to 2021-02-05,9,[2022720.0],[0.0],[256312.0],[273910.0],[361214.0],[330064.0],[700.0],[3880800.0],[7403200.0],[1022000.0],[0.0],[102053.0],[210784.0],[1560524.0],[286853.0],[0.0],[232400.0],[0.0],[742.0],[22876.0],[700.0],[376600.0],[35.0],[231.0],[0.0],[1400.0],[0.0],[0.0],[0.0]
['Calaveras'],2021-01-30 to 2021-02-05,9,[622200.0],[35000.0],[56000.0],[44800.0],[77007.0],[78050.0],[700.0],[200200.0],[238000.0],[175000.0],[0.0],[106400.0],[56910.0],[277144.0],[55076.0],[0.0],[33950.0],[0.0],[70.0],[4900.0],[0.0],[36680.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Contra Costa'],2021-01-30 to 2021-02-05,9,[26993900.0],[0.0],[2639417.0],[1560370.0],[2884100.0],[8594322.0],[580.0],[29465800.0],[18912600.0],[2350600.0],[14000.0],[736071.0],[1232336.0],[17493910.0],[1659644.0],[3570.0],[448700.0],[25200.0],[3248.0],[49000.0],[0.0],[1294020.0],[175.0],[567.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Merced'],2021-01-30 to 2021-02-05,9,[19832000.0],[0.0],[803915.0],[780400.0],[980000.0],[2256550.0],[2740.0],[277524.0],[15510400.0],[1573260.0],[21000.0],[101052.0],[1196492.0],[4839680.0],[230042.0],[6.0],[443100.0],[0.0],[2044.0],[80605.0],[3430.0],[35280.0],[56.0],[232.0],[0.0],[0.0],[0.0],[0.0],[14.0]
['Sierra'],2021-01-30 to 2021-02-05,9,[116060.0],[10500.0],[5600.0],[4480.0],[10500.0],[12040.0],[45500.0],[33600.0],[67900.0],[17500.0],[0.0],[7000.0],[3500.0],[28280.0],[15974.0],[0.0],[5600.0],[0.0],[142.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[21.0]
['Kern'],2021-01-30 to 2021-02-05,9,[11299750.0],[0.0],[829836.0],[707000.0],[876050.0],[4631060.0],[2833.0],[50400.0],[33223400.0],[7463100.0],[0.0],[137242.0],[3708348.0],[10735725.0],[7175371.0],[0.0],[0.0],[0.0],[17969.0],[1400.0],[0.0],[122640.0],[42.0],[1756.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Orange'],2021-01-30 to 2021-02-05,9,[84774880.0],[0.0],[3520020.0],[7052710.0],[3703000.0],[8450468.0],[2534002.0],[1920480.0],[104365720.0],[10297700.0],[282100.0],[2588089.0],[6575968.0],[47461178.0],[3543607.0],[7056.0],[1400.0],[13800.0],[49336.0],[1782340.0],[14140.0],[1064140.0],[756.0],[1094.0],[16100.0],[0.0],[0.0],[0.0],[196.0]
['Marin'],2021-01-30 to 2021-02-05,9,[9865000.0],[0.0],[214648.0],[525360.0],[336000.0],[1706740.0],[704.0],[1064000.0],[5795200.0],[625520.0],[140000.0],[494186.0],[1178728.0],[4232020.0],[204190.0],[0.0],[155050.0],[151396.0],[1064.0],[0.0],[0.0],[31640.0],[0.0],[133.0],[0.0],[0.0],[0.0],[0.0],[4.0]
['San Mateo'],2021-01-30 to 2021-02-05,9,[14626800.0],[211400.0],[1349789.0],[1633100.0],[1771350.0],[7710190.0],[163520.0],[19889520.0],[20367200.0],[1414280.0],[126000.0],[488782.0],[976080.0],[3112080.0],[477176.0],[7056.0],[285600.0],[0.0],[5327.0],[66500.0],[0.0],[274750.0],[91.0],[329.0],[0.0],[0.0],[0.0],[0.0],[301.0]
['Imperial'],2021-01-30 to 2021-02-05,9,[13600580.0],[0.0],[324324.0],[383600.0],[406000.0],[1756482.0],[4333.0],[390880.0],[31913700.0],[1184540.0],[0.0],[466592.0],[960960.0],[8024660.0],[1271648.0],[0.0],[152600.0],[497567.0],[112126.0],[42000.0],[3500.0],[1165500.0],[784.0],[1215.0],[315.0],[0.0],[0.0],[0.0],[0.0]
['Alameda'],2021-01-30 to 2021-02-05,9,[55640200.0],[305200.0],[2083298.0],[1339800.0],[3078600.0],[2107308.0],[270921.0],[4820760.0],[107175600.0],[12672100.0],[28000.0],[1354619.0],[2200408.0],[17093720.0],[2700306.0],[0.0],[120400.0],[61474.0],[13347.0],[92400.0],[0.0],[447440.0],[70.0],[371.0],[0.0],[0.0],[0.0],[0.0],[1288.0]
['Placer'],2021-01-30 to 2021-02-05,9,[12327000.0],[0.0],[1083824.0],[707840.0],[1281000.0],[2564450.0],[0.0],[1106800.0],[25121600.0],[1778000.0],[350000.0],[11732.0],[827400.0],[3726184.0],[682416.0],[0.0],[660800.0],[15260.0],[101983.0],[3656800.0],[0.0],[1398880.0],[0.0],[77.0],[0.0],[0.0],[0.0],[0.0],[98.0]
['San Joaquin'],2021-01-30 to 2021-02-05,9,[38819760.0],[0.0],[417228.0],[1133860.0],[806435.0],[4457124.0],[1414.0],[3231480.0],[27597290.0],[2910600.0],[576100.0],[1205687.0],[3415272.0],[12073838.0],[952070.0],[700000.0],[361200.0],[310975.0],[6930.0],[375900.0],[0.0],[1248520.0],[343.0],[641.0],[0.0],[0.0],[0.0],[0.0],[105.0]
['Riverside'],2021-01-30 to 2021-02-05,9,[78129180.0],[2443000.0],[1019298.0],[1069740.0],[756000.0],[8260700.0],[106924.0],[1294320.0],[114079600.0],[6405420.0],[10500.0],[274048.0],[2152816.0],[20032320.0],[2823653.0],[1680.0],[735000.0],[56350.0],[42322.0],[182800.0],[14000.0],[977200.0],[2170.0],[1316.0],[1281.0],[0.0],[0.0],[0.0],[147.0]
['Amador'],2021-01-30 to 2021-02-05,9,[931000.0],[0.0],[33712.0],[40901.0],[98007.0],[188300.0],[38400.0],[0.0],[1414000.0],[168000.0],[0.0],[10605.0],[120176.0],[1371440.0],[54096.0],[210.0],[7000.0],[7000.0],[1386.0],[70000.0],[0.0],[44100.0],[0.0],[35.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Mariposa'],2021-01-30 to 2021-02-05,9,[994000.0],[0.0],[33712.0],[76160.0],[49000.0],[11592.0],[0.0],[29400.0],[935200.0],[52500.0],[7000.0],[14700.0],[29540.0],[171360.0],[97412.0],[0.0],[0.0],[0.0],[100800.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Mendocino'],2021-01-30 to 2021-02-05,9,[3913000.0],[24612.0],[122241.0],[172160.0],[207200.0],[507360.0],[29400.0],[120960.0],[4725000.0],[597990.0],[0.0],[4550.0],[287700.0],[1484560.0],[156702.0],[224000.0],[68152.0],[2240.0],[448.0],[19600.0],[0.0],[14000.0],[17.0],[84.0],[301.0],[0.0],[0.0],[0.0],[0.0]
