county,week,week number,Face Shields (Disposable),Surgical Masks,Cloth Masks,Surgical or Examination Gowns,Examination Gloves,N-95 Respirators,Hand Sanitizers,Wipes,Other / None of the above,Cleaning Supplies,Swabs,Viral Testing Media,Pharmaceuticals,Shoe Covers,Test Kits,KN95 Respirators,Coveralls (Hospitals or EMS),Medical Equipment,Goggles,Lab Supplies,Beds/Cots,Body Bags,Lab Kit,Ventilators,Personnel,Sample Collecting Kits,Lab Platform,Bedding Accessories,Fit Testing Supplies,old week number
['Humboldt'],2020-08-05 to 2020-08-14,9,[105992.0],[11242800.0],[324040.0],[250600.0],[5446360.0],[1697920.0],[201908.0],[0.0],[498197.0],[0.0],[254400.0],[140492.0],[0.0],[5250.0],[5600.0],[17640.0],[0.0],[31486.0],[10500.0],[0.0],[1456.0],[0.0],[0.0],[35.0],[0.0],[43700.0],[0.0],[0.0],[0.0],
['Tulare'],2020-08-05 to 2020-08-14,9,[1359322.0],[14736000.0],[238000.0],[1343314.0],[5606720.0],[3878602.0],[359898.0],[44520.0],[155526.0],[14.0],[712700.0],[288337.0],[7014.0],[99050.0],[0.0],[350000.0],[93975.0],[44828.0],[44380.0],[0.0],[4200.0],[4970.0],[0.0],[28.0],[399.0],[143600.0],[0.0],[0.0],[0.0],
['Los Angeles'],2020-08-05 to 2020-08-14,9,[10652898.0],[310733900.0],[11018220.0],[51844862.0],[111975200.0],[191767180.0],[10972234.0],[87472.0],[1472004.0],[2800.0],[9097550.0],[6413102.0],[257516.0],[359100.0],[750400.0],[709880.0],[143619.0],[11081.0],[147550.0],[0.0],[0.0],[0.0],[0.0],[140.0],[5990.0],[385000.0],[0.0],[0.0],[0.0],
['Mendocino'],2020-08-05 to 2020-08-14,9,[230100.0],[4117000.0],[501940.0],[437360.0],[2262000.0],[844120.0],[101250.0],[0.0],[900.0],[0.0],[109200.0],[52799.0],[427.0],[0.0],[0.0],[0.0],[0.0],[0.0],[19600.0],[10500.0],[301.0],[0.0],[0.0],[0.0],[67.0],[46152.0],[0.0],[0.0],[0.0],
['Kings'],2020-08-05 to 2020-08-14,9,[94192.0],[3505000.0],[14000.0],[695674.0],[1722720.0],[3686200.0],[457870.0],[0.0],[329910.0],[0.0],[194421.0],[162480.0],[5012.0],[7000.0],[46900.0],[82600.0],[0.0],[0.0],[385.0],[0.0],[0.0],[0.0],[0.0],[0.0],[77.0],[167200.0],[0.0],[0.0],[0.0],
['Madera'],2020-08-05 to 2020-08-14,9,[533336.0],[2963200.0],[3500.0],[427000.0],[538000.0],[2456160.0],[755192.0],[0.0],[451500.0],[0.0],[295000.0],[123612.0],[581.0],[140000.0],[11200.0],[20160.0],[0.0],[7070.0],[0.0],[0.0],[0.0],[0.0],[0.0],[18.0],[35.0],[8000.0],[0.0],[0.0],[0.0],
['Contra Costa'],2020-08-05 to 2020-08-14,9,[493332.0],[14142800.0],[899500.0],[3135622.0],[7889300.0],[10843630.0],[1424444.0],[62440.0],[86020.0],[3570.0],[2034100.0],[1267764.0],[3248.0],[14000.0],[86450.0],[1289820.0],[25200.0],[0.0],[35000.0],[0.0],[0.0],[0.0],[0.0],[175.0],[129.0],[108700.0],[0.0],[0.0],[0.0],
['Siskiyou'],2020-08-05 to 2020-08-14,9,[3600.0],[3917000.0],[222000.0],[53004.0],[824000.0],[149520.0],[32732.0],[7000.0],[0.0],[0.0],[183407.0],[27342.0],[140.0],[0.0],[119000.0],[70560.0],[0.0],[350.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[56000.0],[0.0],[0.0],[0.0],
['Inyo'],2020-08-05 to 2020-08-14,9,[162508.0],[3175200.0],[822340.0],[35924.0],[2553960.0],[482920.0],[81704.0],[0.0],[5250.0],[756.0],[116200.0],[17150.0],[100800.0],[14000.0],[0.0],[64700.0],[8687.0],[11508.0],[2100.0],[35000.0],[364.0],[700.0],[0.0],[70.0],[0.0],[5950.0],[0.0],[0.0],[0.0],
['San Mateo'],2020-08-05 to 2020-08-14,9,[673680.0],[17994000.0],[665280.0],[632240.0],[7114800.0],[2077320.0],[341656.0],[0.0],[460754.0],[7056.0],[1141350.0],[700049.0],[5327.0],[112000.0],[132300.0],[2158730.0],[0.0],[106470.0],[66500.0],[211400.0],[0.0],[0.0],[0.0],[0.0],[8.0],[168000.0],[0.0],[0.0],[0.0],
['Calaveras'],2020-08-05 to 2020-08-14,9,[23710.0],[18000.0],[105000.0],[49700.0],[314200.0],[171304.0],[34780.0],[71400.0],[106400.0],[0.0],[77007.0],[56000.0],[70.0],[0.0],[0.0],[36680.0],[0.0],[700.0],[4900.0],[35000.0],[0.0],[0.0],[0.0],[0.0],[0.0],[5950.0],[0.0],[0.0],[0.0],
['Santa Cruz'],2020-08-05 to 2020-08-14,9,[565536.0],[11900200.0],[564340.0],[2464000.0],[8027080.0],[3623585.0],[723484.0],[0.0],[15540.0],[0.0],[421400.0],[251034.0],[497.0],[462000.0],[0.0],[78820.0],[2800.0],[700.0],[27720.0],[71652.0],[0.0],[0.0],[0.0],[0.0],[28.0],[52500.0],[0.0],[0.0],[0.0],
['Yolo'],2020-08-05 to 2020-08-14,9,[195960.0],[4293600.0],[2165240.0],[482346.0],[5709160.0],[1386600.0],[223747.0],[34800.0],[15652.0],[0.0],[71000.0],[18200.0],[259.0],[42000.0],[0.0],[334040.0],[28063.0],[0.0],[11500.0],[7056.0],[0.0],[0.0],[0.0],[0.0],[0.0],[15000.0],[0.0],[0.0],[0.0],
['Marin'],2020-08-05 to 2020-08-14,9,[1069664.0],[4260000.0],[235620.0],[919940.0],[5229000.0],[3608500.0],[127418.0],[14000.0],[494186.0],[0.0],[201000.0],[73768.0],[1064.0],[140000.0],[0.0],[23640.0],[10976.0],[700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[35.0],[155050.0],[0.0],[0.0],[0.0],
['Riverside'],2020-08-05 to 2020-08-14,9,[356192.0],[79758200.0],[2720920.0],[1253000.0],[24158180.0],[19255320.0],[1095409.0],[25200.0],[272790.0],[1680.0],[266000.0],[523698.0],[38122.0],[10500.0],[3500.0],[948360.0],[56350.0],[19040.0],[182000.0],[2443000.0],[0.0],[3500.0],[0.0],[0.0],[181.0],[245000.0],[0.0],[0.0],[0.0],
['Colusa'],2020-08-05 to 2020-08-14,9,[83048.0],[8890000.0],[255500.0],[9142.0],[9359000.0],[96020.0],[98203.0],[0.0],[70007.0],[0.0],[35000.0],[33600.0],[0.0],[0.0],[3500.0],[0.0],[0.0],[0.0],[11200.0],[0.0],[0.0],[0.0],[0.0],[0.0],[14.0],[350.0],[0.0],[0.0],[0.0],
['Shasta'],2020-08-05 to 2020-08-14,9,[35420.0],[3773700.0],[254660.0],[63714.0],[574000.0],[252644.0],[110376.0],[0.0],[35546.0],[0.0],[181100.0],[92400.0],[231.0],[0.0],[20800.0],[0.0],[0.0],[392.0],[3500.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[6000.0],[0.0],[0.0],[0.0],
['Alpine'],2020-08-05 to 2020-08-14,9,[2900.0],[36000.0],[0.0],[350.0],[38160.0],[1400.0],[4494.0],[0.0],[252.0],[0.0],[0.0],[5600.0],[0.0],[0.0],[7000.0],[8820.0],[700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[700.0],[0.0],[0.0],[0.0],
['Lake'],2020-08-05 to 2020-08-14,9,[101500.0],[4411520.0],[118040.0],[39102.0],[3407720.0],[417900.0],[33470.0],[51800.0],[350.0],[0.0],[84700.0],[45500.0],[91.0],[2800.0],[4200.0],[73080.0],[0.0],[350.0],[14000.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],
['Fresno'],2020-08-05 to 2020-08-14,9,[1351556.0],[43173400.0],[2675600.0],[1117260.0],[25588040.0],[5976320.0],[1120155.0],[67200.0],[455070.0],[0.0],[1052800.0],[801500.0],[11543.0],[241150.0],[73500.0],[861600.0],[8960.0],[980.0],[63200.0],[0.0],[0.0],[0.0],[0.0],[0.0],[454.0],[10500.0],[0.0],[0.0],[0.0],
['Amador'],2020-08-05 to 2020-08-14,9,[103376.0],[924000.0],[119000.0],[174300.0],[868000.0],[1347080.0],[44016.0],[0.0],[10332.0],[210.0],[98007.0],[33712.0],[0.0],[0.0],[14000.0],[44100.0],[7000.0],[0.0],[70000.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[7000.0],[0.0],[0.0],[0.0],
['Tuolumne'],2020-08-05 to 2020-08-14,9,[148012.0],[13282300.0],[61040.0],[173110.0],[2744000.0],[1296904.0],[78265.0],[0.0],[0.0],[0.0],[154000.0],[42000.0],[2212.0],[0.0],[38150.0],[100800.0],[350.0],[0.0],[3500.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],
['El Dorado'],2020-08-05 to 2020-08-14,9,[16572.0],[2213000.0],[269640.0],[99120.0],[7781000.0],[188580.0],[41128.0],[0.0],[126700.0],[0.0],[28000.0],[26600.0],[0.0],[14000.0],[0.0],[70560.0],[1750.0],[0.0],[20300.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[8400.0],[0.0],[0.0],[0.0],
['Glenn'],2020-08-05 to 2020-08-14,9,[3500.0],[870800.0],[17500.0],[19950.0],[294000.0],[452760.0],[3612.0],[0.0],[0.0],[0.0],[84000.0],[16800.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[1750.0],[0.0],[0.0],[0.0],
['Tehama'],2020-08-05 to 2020-08-14,9,[23800.0],[2163600.0],[28000.0],[26250.0],[75360.0],[102480.0],[16552.0],[14000.0],[54824.0],[0.0],[3500.0],[700.0],[0.0],[0.0],[7000.0],[0.0],[0.0],[0.0],[1400.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],
['Butte'],2020-08-05 to 2020-08-14,9,[77316.0],[5387000.0],[518500.0],[281064.0],[1172720.0],[745724.0],[163089.0],[0.0],[101619.0],[0.0],[74214.0],[67200.0],[742.0],[0.0],[18550.0],[176400.0],[0.0],[700.0],[22876.0],[0.0],[0.0],[0.0],[1400.0],[0.0],[119.0],[0.0],[0.0],[0.0],[0.0],
['Plumas'],2020-08-05 to 2020-08-14,9,[16200.0],[525400.0],[73500.0],[18200.0],[253000.0],[55440.0],[15816.0],[1400.0],[938.0],[0.0],[70000.0],[11200.0],[0.0],[0.0],[0.0],[0.0],[2814.0],[0.0],[5600.0],[0.0],[0.0],[0.0],[0.0],[168.0],[0.0],[0.0],[0.0],[0.0],[0.0],
['Sierra'],2020-08-05 to 2020-08-14,9,[700.0],[21700.0],[3500.0],[12040.0],[18060.0],[5040.0],[1134.0],[0.0],[0.0],[0.0],[7500.0],[5600.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[5600.0],[0.0],[0.0],[0.0],
['Kern'],2020-08-15 to 2020-08-21,10,[3069836.0],[26569200.0],[5400500.0],[4450040.0],[4305000.0],[9976118.0],[6785611.0],[0.0],[137186.0],[0.0],[652050.0],[605836.0],[10997.0],[0.0],[417200.0],[122640.0],[0.0],[1050.0],[1400.0],[0.0],[0.0],[0.0],[0.0],[0.0],[1152.0],[0.0],[0.0],[0.0],[0.0],
['Mariposa'],2020-08-15 to 2020-08-21,10,[20440.0],[865200.0],[31500.0],[11592.0],[987000.0],[80640.0],[77252.0],[29400.0],[14700.0],[0.0],[49000.0],[19712.0],[100800.0],[7000.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],
['Merced'],2020-08-15 to 2020-08-21,10,[810180.0],[10074400.0],[484060.0],[1292550.0],[6902000.0],[2228240.0],[59010.0],[0.0],[101052.0],[0.0],[552700.0],[348636.0],[1344.0],[21000.0],[35000.0],[35280.0],[0.0],[2660.0],[77000.0],[0.0],[0.0],[3430.0],[0.0],[0.0],[0.0],[72500.0],[0.0],[0.0],[0.0],
['Mono'],2020-08-15 to 2020-08-21,10,[25340.0],[707000.0],[31500.0],[65058.0],[1263500.0],[315140.0],[70070.0],[7000.0],[70350.0],[84.0],[133007.0],[31850.0],[0.0],[33250.0],[30800.0],[35280.0],[378.0],[0.0],[10500.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],
['Napa'],2020-08-15 to 2020-08-21,10,[172844.0],[3570000.0],[839580.0],[645680.0],[26523000.0],[1008428.0],[1239840.0],[14000.0],[153363.0],[0.0],[126000.0],[81592.0],[378.0],[0.0],[0.0],[102060.0],[0.0],[0.0],[23800.0],[0.0],[0.0],[0.0],[0.0],[0.0],[35.0],[44800.0],[0.0],[0.0],[0.0],
['Santa Barbara'],2020-08-15 to 2020-08-21,10,[232400.0],[14040400.0],[1677060.0],[948892.0],[7993120.0],[10360360.0],[937188.0],[12176.0],[19985.0],[0.0],[847000.0],[586915.0],[5089.0],[0.0],[98000.0],[327880.0],[14294.0],[350.0],[95200.0],[0.0],[168.0],[0.0],[0.0],[0.0],[28.0],[126000.0],[0.0],[0.0],[0.0],
['Sutter'],2020-08-15 to 2020-08-21,10,[39200.0],[788200.0],[3500.0],[63490.0],[322000.0],[541480.0],[10969.0],[0.0],[68264.0],[0.0],[68600.0],[47824.0],[0.0],[0.0],[19600.0],[0.0],[0.0],[0.0],[700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[5600.0],[0.0],[0.0],[0.0],
['Modoc'],2020-08-15 to 2020-08-21,10,[19600.0],[1317400.0],[43120.0],[91700.0],[280000.0],[96760.0],[20524.0],[0.0],[143052.0],[0.0],[57400.0],[35350.0],[0.0],[0.0],[0.0],[8820.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],
['Del Norte'],2020-08-15 to 2020-08-21,10,[69300.0],[4328800.0],[207620.0],[250152.0],[4852400.0],[1157170.0],[54376.0],[28672.0],[211204.0],[0.0],[106400.0],[49119.0],[0.0],[28000.0],[0.0],[8820.0],[10500.0],[0.0],[6300.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[31150.0],[0.0],[0.0],[0.0],
['Placer'],2020-08-15 to 2020-08-21,10,[472500.0],[22386000.0],[1144500.0],[2092790.0],[7819000.0],[2968144.0],[582904.0],[0.0],[11368.0],[0.0],[841000.0],[640784.0],[101983.0],[350000.0],[0.0],[1391880.0],[15260.0],[0.0],[3585400.0],[0.0],[0.0],[0.0],[0.0],[0.0],[77.0],[218000.0],[0.0],[0.0],[0.0],
['Trinity'],2020-08-15 to 2020-08-21,10,[28560.0],[483560.0],[38500.0],[45178.0],[434000.0],[199724.0],[2492.0],[25200.0],[18200.0],[0.0],[28707.0],[20650.0],[0.0],[0.0],[0.0],[8820.0],[126.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[5950.0],[0.0],[0.0],[0.0],
['Sacramento'],2020-08-15 to 2020-08-21,10,[5127336.0],[76746600.0],[4354000.0],[7701200.0],[128122200.0],[32059345.0],[3755785.0],[175840.0],[883050.0],[2814.0],[1048000.0],[1156954.0],[13937.0],[504100.0],[1226400.0],[1407680.0],[45900.0],[29036.0],[1203300.0],[0.0],[0.0],[0.0],[0.0],[0.0],[84.0],[695900.0],[0.0],[0.0],[0.0],
['San Benito'],2020-08-15 to 2020-08-21,10,[15400.0],[1953000.0],[31500.0],[111370.0],[504000.0],[1315150.0],[6020.0],[12600.0],[3822.0],[0.0],[220000.0],[71600.0],[56.0],[4000.0],[5600.0],[56280.0],[875.0],[0.0],[0.0],[7000.0],[0.0],[0.0],[0.0],[0.0],[0.0],[24000.0],[0.0],[0.0],[0.0],
['Yuba'],2020-08-15 to 2020-08-21,10,[10080.0],[4704000.0],[234500.0],[437556.0],[7861000.0],[258680.0],[185894.0],[0.0],[144844.0],[0.0],[210014.0],[74172.0],[602.0],[0.0],[22400.0],[0.0],[476.0],[700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[7000.0],[0.0],[0.0],[0.0],
['Ventura'],2020-08-15 to 2020-08-21,10,[2272844.0],[58448600.0],[1749020.0],[2784390.0],[12726000.0],[12144300.0],[430612.0],[210400.0],[24542.0],[0.0],[1162000.0],[719936.0],[5635.0],[0.0],[0.0],[356580.0],[0.0],[41750.0],[46900.0],[0.0],[336.0],[0.0],[0.0],[0.0],[0.0],[478050.0],[0.0],[0.0],[0.0],
['Sonoma'],2020-08-15 to 2020-08-21,10,[568888.0],[13557400.0],[2046540.0],[731920.0],[5332600.0],[4961860.0],[246966.0],[12656.0],[1148056.0],[0.0],[659000.0],[419255.0],[945.0],[0.0],[33600.0],[213680.0],[106330.0],[0.0],[76300.0],[0.0],[0.0],[0.0],[0.0],[0.0],[171.0],[162000.0],[0.0],[0.0],[0.0],
['San Joaquin'],2020-08-15 to 2020-08-21,10,[1380192.0],[14529090.0],[637300.0],[1813434.0],[12936760.0],[5138158.0],[461314.0],[195480.0],[874195.0],[0.0],[526435.0],[413700.0],[6930.0],[576100.0],[228900.0],[244720.0],[310975.0],[1400.0],[19500.0],[0.0],[0.0],[0.0],[0.0],[0.0],[105.0],[148400.0],[0.0],[0.0],[0.0],
['Alameda'],2020-08-15 to 2020-08-21,10,[1488488.0],[86975600.0],[9581800.0],[776608.0],[28025200.0],[10992240.0],[2146246.0],[624600.0],[1307091.0],[0.0],[2523600.0],[1666798.0],[13247.0],[12000.0],[175000.0],[369420.0],[46774.0],[12305.0],[92400.0],[305200.0],[0.0],[0.0],[0.0],[70.0],[20.0],[84000.0],[0.0],[0.0],[0.0],
['Monterey'],2020-08-15 to 2020-08-21,10,[568680.0],[19929336.0],[458500.0],[1377390.0],[11534600.0],[5568500.0],[386576.0],[20300.0],[182434.0],[0.0],[866000.0],[527530.0],[2345.0],[102200.0],[35000.0],[637140.0],[58513.0],[476.0],[73500.0],[0.0],[0.0],[700.0],[0.0],[0.0],[7.0],[208000.0],[0.0],[0.0],[0.0],
['Solano'],2020-08-15 to 2020-08-21,10,[316230.0],[7622000.0],[235620.0],[558096.0],[8832520.0],[2304220.0],[170614.0],[0.0],[82306.0],[0.0],[553700.0],[163842.0],[3052.0],[5250.0],[0.0],[1800.0],[33250.0],[7350.0],[35000.0],[93800.0],[0.0],[0.0],[45500.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],
['San Francisco'],2020-08-15 to 2020-08-21,10,[1930120.0],[38033000.0],[1907580.0],[398202.0],[32592120.0],[15493300.0],[445040.0],[0.0],[79298.0],[6720.0],[935935.0],[698712.0],[6167.0],[0.0],[0.0],[740140.0],[18060.0],[1484.0],[85820.0],[317800.0],[0.0],[0.0],[0.0],[0.0],[0.0],[72450.0],[0.0],[0.0],[0.0],
['Stanislaus'],2020-08-15 to 2020-08-21,10,[342452.0],[10828000.0],[964080.0],[8557850.0],[19889000.0],[8423948.0],[1028773.0],[19656.0],[26460.0],[3612.0],[765300.0],[646848.0],[107450.0],[126000.0],[75600.0],[177640.0],[158228.0],[1470.0],[95200.0],[81200.0],[0.0],[700.0],[0.0],[1190.0],[378.0],[190000.0],[0.0],[0.0],[0.0],
['Orange'],2020-08-15 to 2020-08-21,10,[5048944.0],[90805920.0],[5657400.0],[8357888.0],[18594880.0],[45141098.0],[2649367.0],[42000.0],[2176894.0],[7056.0],[2072000.0],[1968708.0],[49336.0],[282100.0],[77350.0],[998800.0],[11550.0],[18382.0],[1782340.0],[0.0],[16100.0],[14000.0],[0.0],[0.0],[91.0],[1400.0],[0.0],[0.0],[0.0],
['Nevada'],2020-08-15 to 2020-08-21,10,[16600.0],[508200.0],[35000.0],[116984.0],[1082600.0],[813880.0],[24770.0],[0.0],[22268.0],[0.0],[120400.0],[83139.0],[301.0],[0.0],[8400.0],[95200.0],[2800.0],[200.0],[3500.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[4550.0],[0.0],[0.0],[0.0],
['San Luis Obispo'],2020-08-15 to 2020-08-21,10,[235760.0],[9157400.0],[939120.0],[113120.0],[4600400.0],[2495460.0],[261520.0],[0.0],[12019.0],[0.0],[77021.0],[29400.0],[574.0],[182000.0],[0.0],[148820.0],[700.0],[1400.0],[39200.0],[36400.0],[0.0],[0.0],[0.0],[0.0],[7.0],[0.0],[0.0],[0.0],[0.0],
['Lassen'],2020-08-15 to 2020-08-21,10,[16884.0],[3098200.0],[63000.0],[23870.0],[28000.0],[2117280.0],[49140.0],[0.0],[0.0],[0.0],[35035.0],[35280.0],[100800.0],[0.0],[0.0],[88200.0],[0.0],[350.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[36400.0],[0.0],[0.0],[0.0],
['Imperial'],2020-08-15 to 2020-08-21,10,[599760.0],[22986500.0],[729540.0],[1328082.0],[5573580.0],[7262500.0],[473648.0],[0.0],[413042.0],[0.0],[336000.0],[200956.0],[112126.0],[0.0],[25200.0],[1156680.0],[476567.0],[2765.0],[42000.0],[0.0],[0.0],[3500.0],[0.0],[56.0],[931.0],[0.0],[0.0],[0.0],[0.0],
['San Bernardino'],2020-08-15 to 2020-08-21,10,[678464.0],[34372800.0],[4277420.0],[1636194.0],[10080000.0],[6751738.0],[619948.0],[0.0],[31899.0],[0.0],[511000.0],[319130.0],[31206.0],[5250.0],[203700.0],[235900.0],[49875.0],[17850.0],[33040.0],[0.0],[0.0],[0.0],[0.0],[0.0],[231.0],[140000.0],[0.0],[0.0],[0.0],
['Santa Clara'],2020-08-15 to 2020-08-21,10,[12610876.0],[49951650.0],[2007040.0],[3636780.0],[41090200.0],[49141000.0],[1190763.0],[200000.0],[2364208.0],[168000.0],[2770200.0],[2303214.0],[93219.0],[1775000.0],[210000.0],[81600.0],[446264.0],[4620.0],[26600.0],[70000.0],[0.0],[0.0],[0.0],[0.0],[350.0],[750000.0],[0.0],[0.0],[0.0],
['San Diego'],2020-08-15 to 2020-08-21,10,[3716292.0],[99924000.0],[6072200.0],[27217488.0],[71863736.0],[16436150.0],[2641939.0],[20168.0],[1725878.0],[882.0],[2065000.0],[741720.0],[49266.0],[700000.0],[263200.0],[35280.0],[77364.0],[4550.0],[817600.0],[71400.0],[0.0],[9870.0],[0.0],[210.0],[285.0],[400400.0],[0.0],[0.0],[0.0],
['Humboldt'],2020-08-15 to 2020-08-21,10,[112936.0],[11516000.0],[352040.0],[316600.0],[5904360.0],[1720960.0],[201980.0],[0.0],[792197.0],[0.0],[280400.0],[156089.0],[0.0],[5250.0],[5600.0],[22680.0],[0.0],[31486.0],[10500.0],[0.0],[1456.0],[0.0],[0.0],[35.0],[0.0],[57700.0],[0.0],[0.0],[0.0],
['Tulare'],2020-08-15 to 2020-08-21,10,[1361722.0],[14826000.0],[338000.0],[1393434.0],[6372720.0],[3978682.0],[379898.0],[54520.0],[155526.0],[14.0],[762700.0],[288337.0],[7014.0],[99050.0],[0.0],[350000.0],[93975.0],[44828.0],[44380.0],[0.0],[4200.0],[4970.0],[0.0],[28.0],[399.0],[195200.0],[0.0],[0.0],[0.0],
['Los Angeles'],2020-08-15 to 2020-08-21,10,[11802462.0],[323104100.0],[11839820.0],[62644862.0],[130972200.0],[192876460.0],[11196497.0],[93472.0],[1545154.0],[2800.0],[9097550.0],[6498870.0],[257516.0],[359100.0],[750400.0],[817340.0],[145219.0],[11081.0],[207550.0],[0.0],[0.0],[0.0],[0.0],[140.0],[5999.0],[385000.0],[0.0],[0.0],[0.0],
['Mendocino'],2020-08-15 to 2020-08-21,10,[231000.0],[4129000.0],[518590.0],[437360.0],[2349000.0],[850600.0],[101570.0],[0.0],[1050.0],[0.0],[109200.0],[61299.0],[427.0],[0.0],[0.0],[0.0],[0.0],[0.0],[19600.0],[10500.0],[301.0],[0.0],[0.0],[0.0],[84.0],[54152.0],[0.0],[0.0],[0.0],
['Kings'],2020-08-15 to 2020-08-21,10,[94892.0],[3551800.0],[414000.0],[695674.0],[1737720.0],[3790000.0],[460558.0],[0.0],[329910.0],[0.0],[204421.0],[172480.0],[5012.0],[7000.0],[46900.0],[119640.0],[0.0],[0.0],[385.0],[0.0],[0.0],[0.0],[0.0],[0.0],[77.0],[179200.0],[0.0],[0.0],[0.0],
['Madera'],2020-08-15 to 2020-08-21,10,[534436.0],[2993200.0],[203500.0],[427000.0],[630000.0],[2546160.0],[755832.0],[0.0],[451500.0],[0.0],[307000.0],[135612.0],[581.0],[140000.0],[11200.0],[26460.0],[0.0],[7070.0],[0.0],[0.0],[0.0],[0.0],[0.0],[21.0],[35.0],[20000.0],[0.0],[0.0],[0.0],
['Contra Costa'],2020-08-15 to 2020-08-21,10,[537636.0],[14341200.0],[933900.0],[3135622.0],[8461500.0],[10850350.0],[1438120.0],[62440.0],[90370.0],[3570.0],[2074100.0],[1387808.0],[3248.0],[14000.0],[86450.0],[1291620.0],[25200.0],[0.0],[35000.0],[0.0],[0.0],[0.0],[0.0],[175.0],[147.0],[168700.0],[0.0],[0.0],[0.0],
['Siskiyou'],2020-08-15 to 2020-08-21,10,[4200.0],[3969000.0],[231000.0],[53004.0],[896000.0],[200520.0],[32732.0],[7000.0],[0.0],[0.0],[183407.0],[27342.0],[140.0],[0.0],[119000.0],[70560.0],[0.0],[350.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[56000.0],[0.0],[0.0],[0.0],
['Inyo'],2020-08-15 to 2020-08-21,10,[165592.0],[3200400.0],[837340.0],[35924.0],[3314960.0],[485800.0],[81704.0],[10400.0],[5290.0],[756.0],[116200.0],[17150.0],[100800.0],[18000.0],[0.0],[66920.0],[9087.0],[11508.0],[2100.0],[40000.0],[364.0],[800.0],[0.0],[70.0],[0.0],[5950.0],[0.0],[0.0],[0.0],
['San Mateo'],2020-08-15 to 2020-08-21,10,[677880.0],[18018000.0],[665280.0],[3152240.0],[7114800.0],[2088120.0],[341656.0],[0.0],[466754.0],[7056.0],[1216350.0],[774929.0],[5327.0],[118000.0],[132300.0],[2158730.0],[0.0],[106470.0],[66500.0],[211400.0],[0.0],[0.0],[0.0],[0.0],[14.0],[246000.0],[0.0],[0.0],[0.0],
['Calaveras'],2020-08-15 to 2020-08-21,10,[24710.0],[28000.0],[105000.0],[49700.0],[319200.0],[171304.0],[35280.0],[71400.0],[106400.0],[0.0],[77007.0],[56000.0],[70.0],[0.0],[0.0],[36680.0],[0.0],[700.0],[4900.0],[35000.0],[0.0],[0.0],[0.0],[0.0],[0.0],[5950.0],[0.0],[0.0],[0.0],
['Santa Cruz'],2020-08-15 to 2020-08-21,10,[581420.0],[11946200.0],[564340.0],[2464000.0],[8137080.0],[3650585.0],[723800.0],[0.0],[29540.0],[0.0],[421400.0],[251034.0],[497.0],[476000.0],[0.0],[78820.0],[2800.0],[700.0],[27720.0],[71652.0],[0.0],[0.0],[0.0],[0.0],[28.0],[52500.0],[0.0],[0.0],[0.0],
['Yolo'],2020-08-15 to 2020-08-21,10,[203460.0],[4490800.0],[2166240.0],[508846.0],[6223160.0],[1483320.0],[224707.0],[36960.0],[15652.0],[0.0],[117000.0],[58232.0],[259.0],[42000.0],[0.0],[334040.0],[28063.0],[0.0],[12100.0],[7056.0],[0.0],[0.0],[0.0],[0.0],[0.0],[21000.0],[0.0],[0.0],[0.0],
