county,week,week number,Face Shields (Disposable),Surgical Masks,Cloth Masks,Surgical or Examination Gowns,Examination Gloves,N-95 Respirators,Hand Sanitizers,Wipes,Other / None of the above,Cleaning Supplies,Swabs,Viral Testing Media,Pharmaceuticals,Shoe Covers,Test Kits,KN95 Respirators,Coveralls (Hospitals or EMS),Medical Equipment,Goggles,Lab Supplies,Beds/Cots,Body Bags,Lab Kit,Ventilators,Personnel,Sample Collecting Kits,Lab Platform,Bedding Accessories,Fit Testing Supplies,old week number
['Calaveras'],2020-10-31 to 2020-11-06,21,[35910.0],[28000.0],[105000.0],[78050.0],[494200.0],[223384.0],[36680.0],[93800.0],[106400.0],[0.0],[77007.0],[56000.0],[70.0],[0.0],[26880.0],[36680.0],[0.0],[700.0],[4900.0],[35000.0],[0.0],[0.0],[0.0],[0.0],[0.0],[5950.0],[0.0],[0.0],[0.0],
['Santa Cruz'],2020-10-31 to 2020-11-06,21,[624444.0],[12638800.0],[584640.0],[2486400.0],[9653080.0],[6756425.0],[740992.0],[126000.0],[29890.0],[5600.0],[456400.0],[293034.0],[497.0],[476000.0],[93440.0],[82820.0],[37800.0],[1414.0],[34720.0],[71652.0],[0.0],[0.0],[0.0],[0.0],[602.0],[134500.0],[0.0],[0.0],[0.0],
['Yolo'],2020-10-31 to 2020-11-06,21,[207060.0],[4606000.0],[2193240.0],[552846.0],[7657160.0],[1685880.0],[234647.0],[232960.0],[15652.0],[0.0],[147000.0],[88256.0],[259.0],[42000.0],[44800.0],[334040.0],[28063.0],[0.0],[14100.0],[7056.0],[0.0],[0.0],[0.0],[0.0],[0.0],[21000.0],[0.0],[0.0],[0.0],
['Marin'],2020-10-31 to 2020-11-06,21,[1074528.0],[4967200.0],[293020.0],[1411340.0],[7147000.0],[4212740.0],[143458.0],[1064000.0],[494186.0],[0.0],[336000.0],[214648.0],[1064.0],[140000.0],[143920.0],[31640.0],[151396.0],[700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[35.0],[155050.0],[0.0],[0.0],[0.0],
['Riverside'],2020-10-31 to 2020-11-06,21,[410116.0],[82559400.0],[2971920.0],[1260000.0],[29965180.0],[19803840.0],[1117949.0],[25200.0],[273140.0],[1680.0],[756000.0],[1019298.0],[38122.0],[10500.0],[1051820.0],[959560.0],[56350.0],[19040.0],[182000.0],[2443000.0],[0.0],[3500.0],[0.0],[0.0],[224.0],[735000.0],[0.0],[0.0],[0.0],
['Colusa'],2020-10-31 to 2020-11-06,21,[83048.0],[9030000.0],[262500.0],[9142.0],[9639000.0],[483980.0],[137403.0],[0.0],[70007.0],[0.0],[35000.0],[33600.0],[0.0],[0.0],[21420.0],[0.0],[0.0],[0.0],[11200.0],[0.0],[0.0],[0.0],[0.0],[0.0],[14.0],[350.0],[0.0],[0.0],[0.0],
['Shasta'],2020-10-31 to 2020-11-06,21,[56532.0],[4008900.0],[331660.0],[141554.0],[847000.0],[450044.0],[129150.0],[0.0],[35546.0],[0.0],[233100.0],[178416.0],[231.0],[0.0],[188160.0],[0.0],[0.0],[392.0],[9100.0],[0.0],[0.0],[0.0],[0.0],[0.0],[98.0],[86800.0],[0.0],[0.0],[0.0],
['Alpine'],2020-10-31 to 2020-11-06,21,[3500.0],[42000.0],[0.0],[350.0],[41160.0],[1400.0],[4494.0],[0.0],[252.0],[0.0],[0.0],[5600.0],[0.0],[0.0],[7000.0],[8820.0],[700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[700.0],[0.0],[0.0],[0.0],
['Lake'],2020-10-31 to 2020-11-06,21,[105700.0],[4923400.0],[173040.0],[98502.0],[4999720.0],[558740.0],[47224.0],[157400.0],[350.0],[0.0],[154700.0],[112700.0],[91.0],[2800.0],[17640.0],[79380.0],[0.0],[350.0],[14000.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],
['Fresno'],2020-10-31 to 2020-11-06,21,[1374100.0],[46627800.0],[4114600.0],[1128960.0],[29517040.0],[11135040.0],[1443463.0],[417200.0],[455070.0],[0.0],[1052800.0],[801500.0],[11543.0],[241150.0],[499100.0],[888720.0],[8960.0],[1330.0],[64400.0],[0.0],[0.0],[0.0],[0.0],[0.0],[483.0],[10500.0],[0.0],[0.0],[0.0],
['Amador'],2020-10-31 to 2020-11-06,21,[103376.0],[1274000.0],[119000.0],[188300.0],[924000.0],[1355480.0],[44436.0],[0.0],[10332.0],[210.0],[98007.0],[33712.0],[0.0],[0.0],[25520.0],[44100.0],[7000.0],[0.0],[70000.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[7000.0],[0.0],[0.0],[0.0],
['Tuolumne'],2020-10-31 to 2020-11-06,21,[184660.0],[13342700.0],[77840.0],[219660.0],[2800000.0],[1317064.0],[82089.0],[0.0],[0.0],[0.0],[154000.0],[42000.0],[2212.0],[0.0],[56070.0],[105840.0],[350.0],[0.0],[3500.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[28000.0],[0.0],[0.0],[0.0],
['El Dorado'],2020-10-31 to 2020-11-06,21,[32396.0],[2454200.0],[295540.0],[100520.0],[7959000.0],[255780.0],[47684.0],[0.0],[126700.0],[0.0],[28000.0],[26600.0],[0.0],[14000.0],[76160.0],[88760.0],[1750.0],[350.0],[20300.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[25900.0],[0.0],[0.0],[0.0],
['Glenn'],2020-10-31 to 2020-11-06,21,[3500.0],[1234800.0],[38500.0],[19950.0],[770000.0],[1716120.0],[7252.0],[0.0],[0.0],[0.0],[84000.0],[16800.0],[0.0],[0.0],[8440.0],[0.0],[0.0],[0.0],[700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[1750.0],[0.0],[0.0],[0.0],
['Tehama'],2020-10-31 to 2020-11-06,21,[23800.0],[2564800.0],[28000.0],[33600.0],[206360.0],[331240.0],[17892.0],[31360.0],[54824.0],[0.0],[3500.0],[700.0],[7.0],[0.0],[74200.0],[0.0],[0.0],[0.0],[1400.0],[0.0],[0.0],[0.0],[0.0],[0.0],[84.0],[5600.0],[0.0],[0.0],[0.0],
['Butte'],2020-10-31 to 2020-11-06,21,[83384.0],[6231400.0],[659400.0],[283164.0],[1980720.0],[1338764.0],[173229.0],[0.0],[101619.0],[0.0],[333214.0],[256312.0],[742.0],[0.0],[94710.0],[376600.0],[0.0],[700.0],[22876.0],[0.0],[0.0],[0.0],[1400.0],[0.0],[133.0],[204400.0],[0.0],[0.0],[0.0],
['Plumas'],2020-10-31 to 2020-11-06,21,[21112.0],[550200.0],[80500.0],[18200.0],[259000.0],[74760.0],[16156.0],[1400.0],[14938.0],[0.0],[70000.0],[19600.0],[0.0],[0.0],[4480.0],[0.0],[2814.0],[0.0],[5600.0],[0.0],[0.0],[0.0],[0.0],[168.0],[0.0],[0.0],[0.0],[0.0],[0.0],
['Sierra'],2020-10-31 to 2020-11-06,21,[700.0],[21700.0],[3500.0],[12040.0],[81060.0],[11760.0],[11914.0],[0.0],[7000.0],[0.0],[10500.0],[5600.0],[0.0],[0.0],[4480.0],[0.0],[0.0],[0.0],[0.0],[3500.0],[0.0],[0.0],[0.0],[0.0],[0.0],[5600.0],[0.0],[0.0],[0.0],
['Kern'],2020-11-07 to 2020-11-13,22,[3072748.0],[26597200.0],[5732300.0],[4453540.0],[4333000.0],[10200645.0],[6991971.0],[11200.0],[137186.0],[0.0],[862050.0],[815836.0],[10997.0],[0.0],[538160.0],[122640.0],[0.0],[1050.0],[1400.0],[0.0],[0.0],[0.0],[0.0],[0.0],[1400.0],[0.0],[0.0],[0.0],[0.0],
['Mariposa'],2020-11-07 to 2020-11-13,22,[20440.0],[865200.0],[31500.0],[11592.0],[987000.0],[107520.0],[77252.0],[29400.0],[14700.0],[0.0],[49000.0],[19712.0],[100800.0],[7000.0],[17920.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],
['Merced'],2020-11-07 to 2020-11-13,22,[824692.0],[11894400.0],[1008560.0],[1573250.0],[10794000.0],[3407960.0],[139230.0],[36.0],[101052.0],[0.0],[847700.0],[666015.0],[1344.0],[21000.0],[199920.0],[35280.0],[0.0],[2660.0],[77000.0],[0.0],[0.0],[3430.0],[0.0],[0.0],[0.0],[373100.0],[0.0],[0.0],[0.0],
['Mono'],2020-11-07 to 2020-11-13,22,[29876.0],[882200.0],[38500.0],[65058.0],[1305500.0],[318220.0],[75094.0],[14600.0],[70700.0],[84.0],[133007.0],[31850.0],[0.0],[33250.0],[62160.0],[37280.0],[378.0],[0.0],[10500.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],
['Napa'],2020-11-07 to 2020-11-13,22,[190876.0],[4445000.0],[1039780.0],[647780.0],[27701800.0],[1755908.0],[1267938.0],[77000.0],[153363.0],[0.0],[126000.0],[81592.0],[378.0],[0.0],[67200.0],[116060.0],[0.0],[364.0],[23800.0],[0.0],[0.0],[0.0],[0.0],[0.0],[35.0],[75600.0],[0.0],[0.0],[0.0],
['Santa Barbara'],2020-11-07 to 2020-11-13,22,[244600.0],[15439600.0],[1689060.0],[963102.0],[14493120.0],[14153120.0],[949760.0],[41776.0],[20099.0],[0.0],[1267000.0],[880915.0],[5089.0],[0.0],[281680.0],[327880.0],[29134.0],[350.0],[95200.0],[0.0],[168.0],[0.0],[0.0],[0.0],[203.0],[336000.0],[0.0],[0.0],[0.0],
['Sutter'],2020-11-07 to 2020-11-13,22,[39200.0],[816200.0],[3500.0],[71890.0],[581000.0],[903280.0],[10969.0],[8400.0],[68264.0],[0.0],[68600.0],[47824.0],[0.0],[0.0],[59920.0],[0.0],[0.0],[0.0],[700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[33600.0],[0.0],[0.0],[0.0],
['Modoc'],2020-11-07 to 2020-11-13,22,[19600.0],[1317400.0],[43120.0],[91700.0],[392000.0],[111880.0],[21924.0],[0.0],[143052.0],[0.0],[64400.0],[38878.0],[0.0],[0.0],[13440.0],[8820.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[25.0],[1750.0],[0.0],[0.0],[0.0],
['Del Norte'],2020-11-07 to 2020-11-13,22,[69700.0],[9776400.0],[339220.0],[329952.0],[7162400.0],[1429330.0],[169916.0],[820672.0],[211204.0],[42.0],[330400.0],[319305.0],[0.0],[28000.0],[79275.0],[190820.0],[10500.0],[0.0],[6300.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[294350.0],[0.0],[0.0],[0.0],
['Placer'],2020-11-07 to 2020-11-13,22,[478100.0],[22675600.0],[1144500.0],[2216290.0],[8772000.0],[3219464.0],[583004.0],[576800.0],[11368.0],[0.0],[1281000.0],[1083824.0],[101983.0],[350000.0],[156800.0],[1392880.0],[15260.0],[0.0],[3585400.0],[0.0],[0.0],[0.0],[0.0],[0.0],[77.0],[660800.0],[0.0],[0.0],[0.0],
['Trinity'],2020-11-07 to 2020-11-13,22,[28560.0],[483560.0],[38500.0],[87178.0],[1631000.0],[219884.0],[2492.0],[25200.0],[18200.0],[0.0],[35707.0],[20650.0],[0.0],[0.0],[4480.0],[8820.0],[126.0],[0.0],[0.0],[7000.0],[0.0],[0.0],[0.0],[0.0],[0.0],[17500.0],[0.0],[0.0],[0.0],
['Sacramento'],2020-11-07 to 2020-11-13,22,[12537324.0],[83520550.0],[4764100.0],[16207820.0],[156439700.0],[41954885.0],[4969285.0],[1382800.0],[884464.0],[2898.0],[1553000.0],[1769026.0],[13937.0],[520100.0],[1427440.0],[8550040.0],[129640.0],[41986.0],[1219400.0],[37800.0],[0.0],[0.0],[0.0],[0.0],[203.0],[822850.0],[0.0],[0.0],[0.0],
['San Benito'],2020-11-07 to 2020-11-13,22,[15400.0],[1953000.0],[31500.0],[466270.0],[903000.0],[1585430.0],[8960.0],[585200.0],[3822.0],[0.0],[350000.0],[140252.0],[56.0],[14000.0],[5600.0],[56280.0],[875.0],[0.0],[0.0],[7000.0],[0.0],[0.0],[0.0],[0.0],[0.0],[89600.0],[0.0],[0.0],[0.0],
['Yuba'],2020-11-07 to 2020-11-13,22,[25200.0],[4732000.0],[241500.0],[437556.0],[9051000.0],[310240.0],[214438.0],[0.0],[144844.0],[0.0],[210014.0],[74172.0],[602.0],[0.0],[71680.0],[0.0],[476.0],[700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[35000.0],[0.0],[0.0],[0.0],
['Ventura'],2020-11-07 to 2020-11-13,22,[2286200.0],[58634450.0],[1782620.0],[2785650.0],[14167300.0],[15147720.0],[439509.0],[1170400.0],[24542.0],[0.0],[1407000.0],[761936.0],[5635.0],[0.0],[107520.0],[371140.0],[0.0],[86520.0],[46900.0],[0.0],[336.0],[0.0],[0.0],[0.0],[0.0],[797650.0],[0.0],[0.0],[0.0],
['Sonoma'],2020-11-07 to 2020-11-13,22,[576800.0],[14379400.0],[2231740.0],[738220.0],[5867400.0],[6013420.0],[261618.0],[250656.0],[1148056.0],[0.0],[1393000.0],[1142519.0],[945.0],[0.0],[215360.0],[222180.0],[106330.0],[28.0],[76300.0],[0.0],[0.0],[0.0],[0.0],[0.0],[217.0],[890400.0],[0.0],[0.0],[0.0],
['San Joaquin'],2020-11-07 to 2020-11-13,22,[2781772.0],[21097090.0],[1279600.0],[3220424.0],[24304760.0],[10579198.0],[630098.0],[1831480.0],[1190245.0],[0.0],[596435.0],[413700.0],[6930.0],[576100.0],[555940.0],[1248520.0],[310975.0],[1400.0],[374500.0],[0.0],[0.0],[0.0],[0.0],[0.0],[105.0],[361200.0],[0.0],[0.0],[0.0],
['Alameda'],2020-11-07 to 2020-11-13,22,[1534008.0],[99839600.0],[10596600.0],[1406608.0],[38706200.0],[14338520.0],[2447606.0],[4800600.0],[1323091.0],[0.0],[2938600.0],[2083298.0],[13251.0],[28000.0],[555800.0],[403340.0],[54474.0],[17521.0],[92400.0],[305200.0],[0.0],[0.0],[0.0],[70.0],[49.0],[120400.0],[0.0],[0.0],[0.0],
['Monterey'],2020-11-07 to 2020-11-13,22,[606080.0],[21102536.0],[464800.0],[1392290.0],[15801000.0],[11320100.0],[1127802.0],[1557500.0],[182434.0],[0.0],[966000.0],[767053.0],[2345.0],[102200.0],[319160.0],[672420.0],[58513.0],[1120.0],[81000.0],[0.0],[0.0],[700.0],[0.0],[0.0],[7.0],[238000.0],[0.0],[0.0],[0.0],
['Solano'],2020-11-07 to 2020-11-13,22,[402038.0],[7676200.0],[399420.0],[593796.0],[11080520.0],[2997820.0],[173656.0],[25200.0],[82306.0],[0.0],[553700.0],[163842.0],[3052.0],[5250.0],[183680.0],[4200.0],[33250.0],[7364.0],[70700.0],[93800.0],[0.0],[0.0],[45500.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],
['San Francisco'],2020-11-07 to 2020-11-13,22,[1955720.0],[38293400.0],[2059680.0],[400302.0],[33363120.0],[16373580.0],[539014.0],[333200.0],[149548.0],[6720.0],[1460935.0],[909384.0],[6167.0],[0.0],[416720.0],[747880.0],[18060.0],[1484.0],[85820.0],[317800.0],[0.0],[0.0],[0.0],[0.0],[0.0],[72450.0],[0.0],[0.0],[0.0],
['Stanislaus'],2020-11-07 to 2020-11-13,22,[389452.0],[12040000.0],[1564080.0],[8639000.0],[22432000.0],[9921108.0],[1057105.0],[19656.0],[26460.0],[3612.0],[1008300.0],[876048.0],[107450.0],[126000.0],[392000.0],[257040.0],[158228.0],[1470.0],[95200.0],[81200.0],[0.0],[700.0],[0.0],[1190.0],[519.0],[394800.0],[0.0],[0.0],[0.0],
['Orange'],2020-11-07 to 2020-11-13,22,[5208168.0],[92720320.0],[5796700.0],[8364888.0],[36153880.0],[47147618.0],[2747327.0],[42000.0],[2182894.0],[7056.0],[2072000.0],[2019108.0],[49336.0],[282100.0],[1561510.0],[1003240.0],[11550.0],[44282.0],[1782340.0],[0.0],[16100.0],[14000.0],[0.0],[0.0],[112.0],[1400.0],[0.0],[0.0],[0.0],
['Nevada'],2020-11-07 to 2020-11-13,22,[19600.0],[508200.0],[35000.0],[116984.0],[1706600.0],[872200.0],[26390.0],[12600.0],[22988.0],[0.0],[120400.0],[83139.0],[301.0],[0.0],[44240.0],[95200.0],[2800.0],[13300.0],[3500.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[4550.0],[0.0],[0.0],[0.0],
['San Luis Obispo'],2020-11-07 to 2020-11-13,22,[239960.0],[9221800.0],[960120.0],[114520.0],[4824400.0],[2548980.0],[262220.0],[37800.0],[12019.0],[0.0],[119021.0],[29400.0],[574.0],[182000.0],[0.0],[148820.0],[3150.0],[1750.0],[39200.0],[36400.0],[0.0],[0.0],[0.0],[0.0],[7.0],[0.0],[0.0],[0.0],[0.0],
['Lassen'],2020-11-07 to 2020-11-13,22,[16884.0],[3199000.0],[113400.0],[55370.0],[413000.0],[2912280.0],[49140.0],[280000.0],[0.0],[0.0],[35035.0],[35280.0],[100800.0],[0.0],[22400.0],[88200.0],[0.0],[350.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[36400.0],[0.0],[0.0],[0.0],
['Imperial'],2020-11-07 to 2020-11-13,22,[601160.0],[26571300.0],[792540.0],[1328082.0],[10252580.0],[7576380.0],[483448.0],[36000.0],[413042.0],[0.0],[371000.0],[212956.0],[112126.0],[0.0],[223600.0],[1156680.0],[485567.0],[2765.0],[42000.0],[0.0],[0.0],[3500.0],[0.0],[56.0],[931.0],[40000.0],[0.0],[0.0],[0.0],
['San Bernardino'],2020-11-07 to 2020-11-13,22,[746732.0],[35137600.0],[4400620.0],[1920394.0],[20272000.0],[7865818.0],[623168.0],[0.0],[31899.0],[0.0],[511000.0],[319130.0],[31206.0],[5250.0],[235060.0],[235900.0],[49875.0],[18550.0],[33040.0],[0.0],[0.0],[0.0],[0.0],[0.0],[462.0],[140000.0],[0.0],[0.0],[0.0],
['Santa Clara'],2020-11-07 to 2020-11-13,22,[12978028.0],[55448050.0],[6004040.0],[3641680.0],[46316200.0],[56668080.0],[1212883.0],[1884400.0],[2364243.0],[168000.0],[4540200.0],[4494966.0],[93219.0],[1757000.0],[1007440.0],[84560.0],[446264.0],[4620.0],[26600.0],[70000.0],[0.0],[0.0],[0.0],[0.0],[490.0],[2940000.0],[0.0],[0.0],[0.0],
['San Diego'],2020-11-07 to 2020-11-13,22,[3846556.0],[110055400.0],[6114500.0],[27297228.0],[91127736.0],[18032630.0],[2740675.0],[4788168.0],[1726373.0],[177282.0],[2095000.0],[825720.0],[49266.0],[700000.0],[327200.0],[35280.0],[77364.0],[4550.0],[817600.0],[141400.0],[0.0],[9870.0],[0.0],[210.0],[486.0],[470400.0],[0.0],[0.0],[0.0],
['Humboldt'],2020-11-07 to 2020-11-13,22,[156936.0],[13012000.0],[381940.0],[1005200.0],[9164960.0],[1800640.0],[210748.0],[14400.0],[792197.0],[0.0],[645400.0],[491512.0],[0.0],[5250.0],[63840.0],[112320.0],[0.0],[31486.0],[10500.0],[0.0],[1456.0],[0.0],[0.0],[35.0],[0.0],[385700.0],[0.0],[0.0],[0.0],
['Tulare'],2020-11-07 to 2020-11-13,22,[1361822.0],[14851200.0],[938000.0],[1694154.0],[9141720.0],[5839162.0],[500038.0],[394520.0],[155526.0],[14.0],[882700.0],[363937.0],[7014.0],[99050.0],[295680.0],[350000.0],[93975.0],[44828.0],[44380.0],[0.0],[4200.0],[4970.0],[0.0],[28.0],[399.0],[394800.0],[0.0],[0.0],[0.0],
['Los Angeles'],2020-11-07 to 2020-11-13,22,[13084302.0],[335523800.0],[17779020.0],[80513062.0],[206539200.0],[255279220.0],[11564257.0],[4307472.0],[1548554.0],[2800.0],[10091550.0],[7126070.0],[257516.0],[359100.0],[2000320.0],[1264780.0],[154819.0],[24731.0],[207550.0],[0.0],[0.0],[0.0],[0.0],[140.0],[6174.0],[385000.0],[0.0],[0.0],[0.0],
['Mendocino'],2020-11-07 to 2020-11-13,22,[232400.0],[4291000.0],[541590.0],[437360.0],[2457000.0],[1182160.0],[107170.0],[0.0],[1050.0],[140000.0],[137200.0],[72849.0],[427.0],[0.0],[64640.0],[14000.0],[0.0],[0.0],[19600.0],[10500.0],[301.0],[0.0],[0.0],[0.0],[84.0],[54152.0],[0.0],[0.0],[0.0],
['Kings'],2020-11-07 to 2020-11-13,22,[94892.0],[3554800.0],[1638000.0],[702674.0],[3149720.0],[4596760.0],[530598.0],[4000.0],[329910.0],[0.0],[204421.0],[172480.0],[5012.0],[7000.0],[132020.0],[87640.0],[0.0],[0.0],[385.0],[0.0],[0.0],[0.0],[0.0],[0.0],[77.0],[179200.0],[0.0],[0.0],[0.0],
['Madera'],2020-11-07 to 2020-11-13,22,[534436.0],[2993200.0],[766500.0],[427000.0],[630000.0],[3160920.0],[762132.0],[0.0],[451528.0],[0.0],[385000.0],[210812.0],[581.0],[140000.0],[194880.0],[97860.0],[0.0],[7070.0],[0.0],[0.0],[0.0],[0.0],[0.0],[21.0],[35.0],[84000.0],[0.0],[0.0],[0.0],
['Contra Costa'],2020-11-07 to 2020-11-13,22,[571664.0],[14396200.0],[936600.0],[3290522.0],[8528900.0],[11766550.0],[1459500.0],[62440.0],[90587.0],[3570.0],[2274100.0],[1651817.0],[3248.0],[14000.0],[611890.0],[1294020.0],[25200.0],[0.0],[35000.0],[0.0],[0.0],[0.0],[0.0],[175.0],[315.0],[368700.0],[0.0],[0.0],[0.0],
['Siskiyou'],2020-11-07 to 2020-11-13,22,[7224.0],[4053000.0],[273000.0],[57344.0],[985000.0],[847560.0],[33292.0],[7000.0],[0.0],[0.0],[197407.0],[44142.0],[140.0],[0.0],[141400.0],[70000.0],[0.0],[350.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[73500.0],[0.0],[0.0],[0.0],
['Inyo'],2020-11-07 to 2020-11-13,22,[170492.0],[3254300.0],[847840.0],[35924.0],[3543960.0],[566160.0],[82684.0],[632800.0],[5390.0],[756.0],[116200.0],[17150.0],[100800.0],[28000.0],[4760.0],[66920.0],[10087.0],[11508.0],[2100.0],[52500.0],[364.0],[1050.0],[0.0],[70.0],[0.0],[5950.0],[0.0],[0.0],[0.0],
['San Mateo'],2020-11-07 to 2020-11-13,22,[684880.0],[18032000.0],[665280.0],[7010640.0],[9648800.0],[2769480.0],[350476.0],[19815600.0],[474754.0],[7056.0],[1666350.0],[1244453.0],[5327.0],[126000.0],[445900.0],[274750.0],[0.0],[120470.0],[66500.0],[211400.0],[0.0],[0.0],[0.0],[0.0],[77.0],[285600.0],[0.0],[0.0],[0.0],
['Calaveras'],2020-11-07 to 2020-11-13,22,[35910.0],[28000.0],[105000.0],[78050.0],[494200.0],[223384.0],[36680.0],[93800.0],[106400.0],[0.0],[77007.0],[56000.0],[70.0],[0.0],[26880.0],[36680.0],[0.0],[700.0],[4900.0],[35000.0],[0.0],[0.0],[0.0],[0.0],[0.0],[5950.0],[0.0],[0.0],[0.0],
['Santa Cruz'],2020-11-07 to 2020-11-13,22,[625044.0],[12644800.0],[584640.0],[2492700.0],[10118080.0],[6759305.0],[740992.0],[126000.0],[29890.0],[5600.0],[456400.0],[293034.0],[497.0],[476000.0],[116480.0],[85820.0],[37800.0],[1414.0],[34720.0],[71652.0],[0.0],[0.0],[0.0],[0.0],[602.0],[164500.0],[0.0],[0.0],[0.0],
['Yolo'],2020-11-07 to 2020-11-13,22,[207060.0],[4606000.0],[2193240.0],[552846.0],[7681160.0],[1685880.0],[234647.0],[238960.0],[15652.0],[0.0],[147000.0],[88256.0],[259.0],[42000.0],[44800.0],[334040.0],[28063.0],[0.0],[14700.0],[7056.0],[0.0],[0.0],[0.0],[0.0],[0.0],[21000.0],[0.0],[0.0],[0.0],
['Marin'],2020-11-07 to 2020-11-13,22,[1074528.0],[4967200.0],[293020.0],[1411340.0],[7147000.0],[4212740.0],[143458.0],[1064000.0],[494186.0],[0.0],[336000.0],[214648.0],[1064.0],[140000.0],[143920.0],[31640.0],[151396.0],[700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[35.0],[155050.0],[0.0],[0.0],[0.0],
['Riverside'],2020-11-07 to 2020-11-13,22,[410116.0],[82559400.0],[2971920.0],[1260000.0],[29965180.0],[19803840.0],[1117949.0],[25200.0],[273140.0],[1680.0],[756000.0],[1019298.0],[38122.0],[10500.0],[1051820.0],[959560.0],[56350.0],[19040.0],[182000.0],[2443000.0],[0.0],[3500.0],[0.0],[0.0],[224.0],[735000.0],[0.0],[0.0],[0.0],
['Colusa'],2020-11-07 to 2020-11-13,22,[83048.0],[9030000.0],[262500.0],[9142.0],[9639000.0],[483980.0],[137403.0],[0.0],[70007.0],[0.0],[35000.0],[33600.0],[0.0],[0.0],[21420.0],[0.0],[0.0],[0.0],[11200.0],[0.0],[0.0],[0.0],[0.0],[0.0],[14.0],[350.0],[0.0],[0.0],[0.0],
['Shasta'],2020-11-07 to 2020-11-13,22,[56532.0],[4008900.0],[331660.0],[141554.0],[847000.0],[450044.0],[129150.0],[0.0],[35546.0],[0.0],[233100.0],[178416.0],[231.0],[0.0],[207360.0],[0.0],[0.0],[392.0],[9100.0],[0.0],[0.0],[0.0],[0.0],[0.0],[98.0],[98800.0],[0.0],[0.0],[0.0],
['Alpine'],2020-11-07 to 2020-11-13,22,[3500.0],[42000.0],[0.0],[350.0],[41160.0],[1400.0],[4494.0],[0.0],[252.0],[0.0],[0.0],[5600.0],[0.0],[0.0],[7000.0],[8820.0],[700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[700.0],[0.0],[0.0],[0.0],
['Lake'],2020-11-07 to 2020-11-13,22,[105700.0],[4971400.0],[173040.0],[118902.0],[5459720.0],[571060.0],[48104.0],[197400.0],[350.0],[0.0],[154700.0],[112700.0],[91.0],[2800.0],[17640.0],[79380.0],[0.0],[350.0],[14000.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],
['Fresno'],2020-11-07 to 2020-11-13,22,[1379100.0],[47437800.0],[4114600.0],[1178960.0],[29617040.0],[11139840.0],[1445063.0],[417200.0],[455320.0],[0.0],[1052800.0],[801500.0],[11543.0],[241150.0],[499100.0],[888720.0],[8960.0],[1330.0],[65400.0],[0.0],[0.0],[0.0],[0.0],[0.0],[483.0],[10500.0],[0.0],[0.0],[0.0],
['Amador'],2020-11-07 to 2020-11-13,22,[103376.0],[1280000.0],[119000.0],[188300.0],[924000.0],[1359440.0],[44436.0],[0.0],[10332.0],[210.0],[98007.0],[33712.0],[0.0],[0.0],[40880.0],[44100.0],[7000.0],[0.0],[70000.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[7000.0],[0.0],[0.0],[0.0],
['Tuolumne'],2020-11-07 to 2020-11-13,22,[184660.0],[13342700.0],[77840.0],[219660.0],[2800000.0],[1317064.0],[82089.0],[0.0],[0.0],[0.0],[154000.0],[42000.0],[2212.0],[0.0],[56070.0],[105840.0],[350.0],[0.0],[3500.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[28000.0],[0.0],[0.0],[0.0],
['El Dorado'],2020-11-07 to 2020-11-13,22,[32396.0],[2454200.0],[295540.0],[100520.0],[7959000.0],[255780.0],[47684.0],[0.0],[126700.0],[0.0],[28000.0],[26600.0],[0.0],[14000.0],[76160.0],[88760.0],[1750.0],[350.0],[20300.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[25900.0],[0.0],[0.0],[0.0],
