county,administered_date,total_doses,cumulative_total_doses,pfizer_doses,cumulative_pfizer_doses,moderna_doses,cumulative_moderna_doses,jj_doses,cumulative_jj_doses,partially_vaccinated,total_partially_vaccinated,fully_vaccinated,cumulative_fully_vaccinated,at_least_one_dose,cumulative_at_least_one_dose,california_flag
San Bernardino,2021-01-16,2247,73670,1292,51968,955,21702,0,0,2106,46141,141,13736,2106,59877,California
San Bernardino,2021-01-17,1181,74851,513,52481,668,22370,0,0,1094,47149,86,13822,1094,60971,California
San Bernardino,2021-01-18,4252,79103,2630,55111,1622,23992,0,0,3634,50167,617,14439,3635,64606,California
San Bernardino,2021-01-19,6240,85343,3678,58789,2562,26554,0,0,5152,54236,1086,15525,5155,69761,California
San Bernardino,2021-01-20,6783,92126,3723,62512,3060,29614,0,0,4855,57173,1920,17445,4857,74618,California
San Bernardino,2021-01-21,5974,98100,3080,65592,2894,32508,0,0,4855,60919,1110,18555,4856,79474,California
San Bernardino,2021-01-22,6475,104575,3035,68627,3440,35948,0,0,5751,65950,723,19278,5754,85228,California
San Bernardino,2021-01-23,3097,107672,1888,70515,1209,37157,0,0,2708,68270,388,19666,2708,87936,California
San Bernardino,2021-01-24,1190,108862,459,70974,731,37888,0,0,1091,69262,99,19765,1091,89027,California
San Bernardino,2021-01-25,6832,115694,3389,74363,3443,41331,0,0,4997,72434,1833,21598,5005,94032,California
San Bernardino,2021-01-26,7060,122754,3550,77913,3510,44841,0,0,4994,75362,2066,23664,4994,99026,California
San Bernardino,2021-01-27,8201,130955,4091,82004,4110,48951,0,0,5515,78201,2676,26340,5515,104541,California
San Bernardino,2021-01-28,8454,139409,4014,86018,4440,53391,0,0,6168,82087,2282,28622,6168,110709,California
San Bernardino,2021-01-29,8077,147486,3722,89740,4355,57746,0,0,6143,86310,1921,30543,6144,116853,California
San Bernardino,2021-01-30,3062,150548,1891,91631,1171,58917,0,0,2784,88817,277,30820,2784,119637,California
San Bernardino,2021-01-31,925,151473,488,92119,437,59354,0,0,872,89637,52,30872,872,120509,California
San Bernardino,2021-02-01,7410,158883,4195,96314,3215,62569,0,0,4809,91852,2598,33470,4813,125322,California
San Bernardino,2021-02-02,10245,169128,3638,99952,6607,69176,0,0,8209,98028,2033,35503,8209,133531,California
San Bernardino,2021-02-03,8911,178039,4127,104079,4784,73960,0,0,6457,102039,2447,37950,6458,139989,California
San Bernardino,2021-02-04,10522,188561,5273,109352,5249,79209,0,0,7475,106477,3038,40988,7476,147465,California
San Bernardino,2021-02-05,10904,199465,5902,115254,5002,84211,0,0,7400,110384,3494,44482,7401,154866,California
San Bernardino,2021-02-06,5224,204689,2204,117458,3020,87231,0,0,3596,112379,1603,46085,3598,158464,California
San Bernardino,2021-02-07,841,205530,489,117947,352,87583,0,0,487,112516,351,46436,488,158952,California
San Bernardino,2021-02-08,6995,212525,3689,121636,3306,90889,0,0,5474,116470,1520,47956,5474,164426,California
San Bernardino,2021-02-09,9775,222300,5765,127401,4010,94899,0,0,6630,119959,3143,51099,6632,171058,California
San Bernardino,2021-02-10,11875,234175,6517,133918,5358,100257,0,0,7774,123643,4091,55190,7775,178833,California
San Bernardino,2021-02-11,11729,245904,6796,140714,4933,105190,0,0,7444,126824,4264,59454,7445,186278,California
San Bernardino,2021-02-12,10225,256129,5884,146598,4341,109531,0,0,5624,127860,4588,64042,5624,191902,California
San Bernardino,2021-02-13,5975,262104,3969,150567,2006,111537,0,0,3762,129426,2198,66240,3764,195666,California
San Bernardino,2021-02-14,1536,263640,643,151210,893,112430,0,0,865,129629,663,66903,866,196532,California
San Bernardino,2021-02-15,5442,269082,2995,154205,2447,114877,0,0,3056,130315,2371,69274,3057,199589,California
San Bernardino,2021-02-16,12259,281341,7193,161398,5066,119943,0,0,7740,133545,4510,73784,7740,207329,California
San Bernardino,2021-02-17,10538,291879,6180,167578,4358,124301,0,0,6487,135996,4038,77822,6489,213818,California
San Bernardino,2021-02-18,11782,303661,7286,174864,4496,128797,0,0,7329,138887,4439,82261,7330,221148,California
San Bernardino,2021-02-19,10969,314630,5553,180417,5416,134213,0,0,6578,141092,4374,86635,6579,227727,California
San Bernardino,2021-02-20,3985,318615,3222,183639,763,134976,0,0,1893,140894,2091,88726,1893,229620,California
San Bernardino,2021-02-21,782,319397,345,183984,437,135413,0,0,238,140590,542,89268,238,229858,California
San Bernardino,2021-02-22,8278,327675,5082,189066,3196,138609,0,0,3968,140256,4303,93571,3969,233827,California
San Bernardino,2021-02-23,8405,336080,5029,194095,3376,141985,0,0,4381,140645,3996,97567,4385,238212,California
San Bernardino,2021-02-24,11187,347267,6329,200424,4858,146843,0,0,5763,141007,5406,102973,5768,243980,California
San Bernardino,2021-02-25,11877,359144,6141,206565,5736,152579,0,0,6996,143141,4865,107838,6999,250979,California
San Bernardino,2021-02-26,12449,371593,6082,212647,6367,158946,0,0,7182,145106,5219,113057,7184,258163,California
San Bernardino,2021-02-27,6425,378018,3581,216228,2844,161790,0,0,4688,148071,1726,114783,4691,262854,California
San Bernardino,2021-02-28,1614,379632,666,216894,948,162738,0,0,1054,148571,555,115338,1055,263909,California
San Bernardino,2021-03-01,7275,386907,3567,220461,3708,166446,0,0,3631,148578,3629,118967,3636,267545,California
San Bernardino,2021-03-02,12899,399806,5160,225621,7739,174185,0,0,6178,148059,6699,125666,6180,273725,California
San Bernardino,2021-03-03,11710,411516,5964,231585,5744,179929,2,2,5382,147134,6311,131977,5386,279111,California
San Bernardino,2021-03-04,10774,422290,6014,237599,4760,184689,0,2,5189,146756,5570,137547,5192,284303,California
San Bernardino,2021-03-05,11462,433752,5938,243537,5523,190212,1,3,6080,147478,5363,142910,6085,290388,California
San Bernardino,2021-03-06,7585,441337,4149,247686,3232,193444,204,207,3637,147385,3937,146847,3844,294232,California
San Bernardino,2021-03-07,1472,442809,910,248596,506,193950,56,263,940,147851,530,147377,996,295228,California
San Bernardino,2021-03-08,6394,449203,2815,251411,3487,197437,92,355,3119,147792,3273,150650,3214,298442,California
San Bernardino,2021-03-09,11471,460674,6385,257796,4867,202304,219,574,4683,145917,6782,157432,4907,303349,California
San Bernardino,2021-03-10,12121,472795,6949,264745,4813,207117,359,933,5659,145499,6440,163872,6022,309371,California
San Bernardino,2021-03-11,12676,485471,5971,270716,5979,213096,726,1659,6654,146889,6003,169875,7393,316764,California
San Bernardino,2021-03-12,12900,498371,5962,276678,5304,218400,1634,3293,6437,148519,6447,176322,8077,324841,California
San Bernardino,2021-03-13,6966,505337,3954,280632,2763,221163,249,3542,4267,150341,2694,179016,4516,329357,California
San Bernardino,2021-03-14,2553,507890,1359,281991,730,221893,464,4006,1564,151383,985,180001,2027,331384,California
San Bernardino,2021-03-15,10841,518731,5071,287062,3882,225775,1888,5894,5394,153221,5442,185443,7280,338664,California
San Bernardino,2021-03-16,15296,534027,7571,294633,6931,232706,794,6688,9449,157639,5828,191271,10246,348910,California
San Bernardino,2021-03-17,10958,544985,5300,299933,5135,237841,523,7211,7690,162593,3259,194530,8213,357123,California
San Bernardino,2021-03-18,8363,553348,4089,304022,4058,241899,216,7427,4807,164074,3542,198072,5023,362146,California
San Bernardino,2021-03-19,5220,558568,2344,306366,2777,244676,99,7526,3057,165079,2158,200230,3163,365309,California
Sacramento,2020-12-15,312,312,312,312,0,0,0,0,312,312,0,0,312,312,California
Sacramento,2020-12-16,644,956,644,956,0,0,0,0,644,956,0,0,644,956,California
Sacramento,2020-12-17,647,1603,647,1603,0,0,0,0,647,1603,0,0,647,1603,California
Sacramento,2020-12-18,970,2573,967,2570,3,3,0,0,970,2573,0,0,970,2573,California
Sacramento,2020-12-19,615,3188,615,3185,0,3,0,0,615,3188,0,0,615,3188,California
Sacramento,2020-12-20,631,3819,631,3816,0,3,0,0,631,3819,0,0,631,3819,California
Sacramento,2020-12-21,1671,5490,1670,5486,1,4,0,0,1672,5491,0,0,1672,5491,California
Sacramento,2020-12-22,2095,7585,2066,7552,29,33,0,0,2095,7586,0,0,2095,7586,California
Sacramento,2020-12-23,2237,9822,2075,9627,162,195,0,0,2237,9823,0,0,2237,9823,California
Sacramento,2020-12-24,1041,10863,831,10458,210,405,0,0,1041,10864,0,0,1041,10864,California
Sacramento,2020-12-25,1,10864,0,10458,1,406,0,0,1,10865,0,0,1,10865,California
Sacramento,2020-12-26,507,11371,290,10748,217,623,0,0,507,11372,0,0,507,11372,California
Sacramento,2020-12-27,348,11719,246,10994,102,725,0,0,348,11720,0,0,348,11720,California
Sacramento,2020-12-28,1895,13614,1317,12311,578,1303,0,0,1894,13613,1,1,1894,13614,California
Sacramento,2020-12-29,1939,15553,1183,13494,756,2059,0,0,1939,15552,0,1,1939,15553,California
Sacramento,2020-12-30,2550,18103,1460,14954,1090,3149,0,0,2551,18103,0,1,2551,18104,California
Sacramento,2020-12-31,1212,19315,690,15644,522,3671,0,0,1212,19315,0,1,1212,19316,California
Sacramento,2021-01-01,68,19383,60,15704,8,3679,0,0,68,19383,0,1,68,19384,California
Sacramento,2021-01-02,562,19945,360,16064,202,3881,0,0,562,19945,0,1,562,19946,California
Sacramento,2021-01-03,404,20349,217,16281,187,4068,0,0,404,20349,0,1,404,20350,California
Sacramento,2021-01-04,1959,22308,846,17127,1113,5181,0,0,1956,22303,2,3,1956,22306,California
Sacramento,2021-01-05,2192,24500,984,18111,1208,6389,0,0,1845,23801,348,351,1846,24152,California
Sacramento,2021-01-06,2718,27218,1625,19736,1093,7482,0,0,1942,24970,773,1124,1942,26094,California
Sacramento,2021-01-07,2816,30034,1507,21243,1309,8791,0,0,1951,26064,862,1986,1956,28050,California
Sacramento,2021-01-08,3277,33311,2086,23329,1191,9982,0,0,2246,27284,1028,3014,2248,30298,California
Sacramento,2021-01-09,1284,34595,798,24127,486,10468,0,0,895,27791,388,3402,895,31193,California
Sacramento,2021-01-10,1240,35835,711,24838,529,10997,0,0,770,28093,469,3871,771,31964,California
Sacramento,2021-01-11,4303,40138,2939,27777,1364,12361,0,0,2384,28560,1918,5789,2385,34349,California
Sacramento,2021-01-12,4382,44520,3017,30794,1365,13726,0,0,2424,29028,1957,7746,2425,36774,California
Sacramento,2021-01-13,3735,48255,2159,32953,1576,15302,0,0,2321,29936,1413,9159,2321,39095,California
Sacramento,2021-01-14,4533,52788,2340,35293,2193,17495,0,0,3618,32642,912,10071,3618,42713,California
Sacramento,2021-01-15,4367,57155,2267,37560,2100,19595,0,0,3644,35567,722,10793,3647,46360,California
Sacramento,2021-01-16,2084,59239,1291,38851,793,20388,0,0,1867,37217,217,11010,1867,48227,California
Sacramento,2021-01-17,1623,60862,947,39798,676,21064,0,0,1446,38488,177,11187,1448,49675,California
Sacramento,2021-01-18,2841,63703,1759,41557,1082,22146,0,0,2320,40288,521,11708,2321,51996,California
Sacramento,2021-01-19,4563,68266,3040,44597,1523,23669,0,0,3308,42344,1255,12963,3311,55307,California
Sacramento,2021-01-20,4718,72984,2809,47406,1909,25578,0,0,3515,44657,1205,14168,3518,58825,California
Sacramento,2021-01-21,5104,78088,2964,50370,2140,27718,0,0,4148,47855,950,15118,4148,62973,California
Sacramento,2021-01-22,4926,83014,2629,52999,2297,30015,0,0,4622,52175,302,15420,4622,67595,California
Sacramento,2021-01-23,3710,86724,1549,54548,2161,32176,0,0,3256,54977,454,15874,3256,70851,California
Sacramento,2021-01-24,1509,88233,956,55504,553,32729,0,0,1272,56012,237,16111,1272,72123,California
Sacramento,2021-01-25,4312,92545,2100,57604,2212,34941,0,0,2900,57503,1412,17523,2903,75026,California
Sacramento,2021-01-26,4641,97186,2105,59709,2536,37477,0,0,3452,59771,1187,18710,3455,78481,California
Sacramento,2021-01-27,5756,102942,3021,62730,2735,40212,0,0,4171,62364,1581,20291,4174,82655,California
Sacramento,2021-01-28,5262,108204,2655,65385,2607,42819,0,0,4202,65508,1059,21350,4203,86858,California
Sacramento,2021-01-29,5278,113482,2912,68297,2366,45185,0,0,4265,68769,1007,22357,4268,91126,California
Sacramento,2021-01-30,4472,117954,2179,70476,2293,47478,0,0,4046,72389,426,22783,4046,95172,California
Sacramento,2021-01-31,2231,120185,1942,72418,289,47767,0,0,1953,74066,276,23059,1953,97125,California
Sacramento,2021-02-01,5835,126020,2968,75386,2867,50634,0,0,4201,76634,1634,24693,4202,101327,California
Sacramento,2021-02-02,6756,132776,3704,79090,3052,53686,0,0,4717,79319,2033,26726,4718,106045,California
Sacramento,2021-02-03,6891,139667,3517,82607,3374,57060,0,0,5053,82544,1830,28556,5055,111100,California
Sacramento,2021-02-04,7543,147210,3593,86200,3950,61010,0,0,5373,85757,2161,30717,5374,116474,California
Sacramento,2021-02-05,7464,154674,4280,90480,3184,64194,0,0,4704,87722,2739,33456,4704,121178,California
Sacramento,2021-02-06,8339,163013,3409,93889,4930,69124,0,0,7022,93431,1315,34771,7024,128202,California
Sacramento,2021-02-07,3883,166896,2012,95901,1871,70995,0,0,2675,94907,1201,35972,2677,130879,California
Sacramento,2021-02-08,6026,172922,3145,99046,2881,73876,0,0,3789,96465,2233,38205,3791,134670,California
Sacramento,2021-02-09,6632,179554,3476,102522,3156,77032,0,0,3873,97585,2754,40959,3874,138544,California
Sacramento,2021-02-10,7449,187003,4144,106666,3305,80337,0,0,4400,98950,3038,43997,4403,142947,California
Sacramento,2021-02-11,7862,194865,4285,110951,3577,83914,0,0,4087,99272,3765,47762,4087,147034,California
Sacramento,2021-02-12,10176,205041,4073,115024,6103,90017,0,0,6161,101453,3983,51745,6164,153198,California
Sacramento,2021-02-13,7245,212286,2932,117956,4313,94330,0,0,5706,105621,1538,53283,5706,158904,California
Sacramento,2021-02-14,2897,215183,1826,119782,1071,95401,0,0,1936,106603,958,54241,1940,160844,California
Sacramento,2021-02-15,5582,220765,1971,121753,3611,99012,0,0,3824,108682,1751,55992,3830,164674,California
Sacramento,2021-02-16,8562,229327,4054,125807,4508,103520,0,0,5102,110343,3454,59446,5115,169789,California
Sacramento,2021-02-17,8344,237671,4773,130580,3571,107091,0,0,4864,111757,3470,62916,4884,174673,California
Sacramento,2021-02-18,8169,245840,4530,135110,3639,110730,0,0,4569,112737,3593,66509,4573,179246,California
Sacramento,2021-02-19,9269,255109,5768,140878,3501,114231,0,0,5391,114340,3866,70375,5469,184715,California
Sacramento,2021-02-20,6979,262088,5091,145969,1888,116119,0,0,4015,115410,2959,73334,4029,188744,California
Sacramento,2021-02-21,2280,264368,1755,147724,525,116644,0,0,786,114721,1492,74826,803,189547,California
Sacramento,2021-02-22,5900,270268,3617,151341,2283,118927,0,0,2495,113829,3398,78224,2506,192053,California
Sacramento,2021-02-23,6685,276953,4290,155631,2395,121322,0,0,3313,113795,3358,81582,3324,195377,California
Sacramento,2021-02-24,8789,285742,4990,160621,3799,125121,0,0,4732,114497,4041,85623,4743,200120,California
Sacramento,2021-02-25,9076,294818,4980,165601,4096,129217,0,0,4828,115117,4237,89860,4857,204977,California
Sacramento,2021-02-26,12285,307103,6038,171639,6247,135464,0,0,8388,119647,3865,93725,8395,213372,California
Sacramento,2021-02-27,9388,316491,5587,177226,3801,139265,0,0,6686,123649,2687,96412,6689,220061,California
Sacramento,2021-02-28,5056,321547,1905,179131,3151,142416,0,0,2301,123205,2750,99162,2306,222367,California
Sacramento,2021-03-01,7358,328905,3220,182351,4138,146554,0,0,3849,123572,3492,102654,3859,226226,California
Sacramento,2021-03-02,8202,337107,3658,186009,4543,151097,1,1,5111,125611,3079,105733,5118,231344,California
Sacramento,2021-03-03,9074,346181,4481,190490,4592,155689,1,2,5321,127199,3737,109470,5325,236669,California
Sacramento,2021-03-04,9460,355641,4017,194507,5441,161130,2,4,5292,128365,4150,113620,5316,241985,California
Sacramento,2021-03-05,8109,363750,3628,198135,4453,165583,28,32,4983,130289,3111,116731,5035,247020,California
Sacramento,2021-03-06,6999,370749,2734,200869,4145,169728,120,152,3578,130584,3406,120137,3701,250721,California
Sacramento,2021-03-07,7342,378091,2106,202975,5153,174881,83,235,3564,130456,3774,123911,3646,254367,California
Sacramento,2021-03-08,7901,385992,3749,206724,3991,178872,161,396,5056,132841,2837,126748,5222,259589,California
Sacramento,2021-03-09,8914,394906,4256,210980,4417,183289,241,637,5190,134566,3712,130460,5437,265026,California
Sacramento,2021-03-10,10639,405545,7213,218193,3142,186431,284,921,6151,136528,4473,134933,6435,271461,California
Sacramento,2021-03-11,12659,418204,8194,226387,3778,190209,687,1608,7771,140119,4870,139803,8461,279922,California
Sacramento,2021-03-12,15345,433549,7365,233752,7232,197441,748,2356,7273,140120,8050,147853,8051,287973,California
Sacramento,2021-03-13,11774,445323,3391,237143,7995,205436,388,2744,7658,144076,4109,151962,8065,296038,California
Sacramento,2021-03-14,7283,452606,3079,240222,3600,209036,604,3348,4229,145876,3040,155002,4840,300878,California
Sacramento,2021-03-15,11043,463649,4648,244870,5802,214838,593,3941,6515,148482,4513,159515,7119,307997,California
Sacramento,2021-03-16,13240,476889,5961,250831,6652,221490,627,4568,8187,152266,5032,164547,8816,316813,California
Sacramento,2021-03-17,10024,486913,4969,255800,4590,226080,465,5033,6492,155717,3512,168059,6963,323776,California
Sacramento,2021-03-18,6545,493458,3133,258933,3144,229224,268,5301,4247,157956,2286,170345,4525,328301,California
Sacramento,2021-03-19,4880,498338,2196,261129,2236,231460,448,5749,2575,158697,2297,172642,3038,331339,California
Monterey,2020-12-16,4,4,4,4,0,0,0,0,4,4,0,0,4,4,California
Monterey,2020-12-17,81,85,81,85,0,0,0,0,81,85,0,0,81,85,California
Monterey,2020-12-18,481,566,481,566,0,0,0,0,481,566,0,0,481,566,California
Monterey,2020-12-19,579,1145,579,1145,0,0,0,0,579,1145,0,0,579,1145,California
Monterey,2020-12-20,422,1567,422,1567,0,0,0,0,422,1567,0,0,422,1567,California
Monterey,2020-12-21,721,2288,721,2288,0,0,0,0,721,2288,0,0,721,2288,California
Monterey,2020-12-22,535,2823,522,2810,13,13,0,0,535,2823,0,0,535,2823,California
Monterey,2020-12-23,433,3256,257,3067,176,189,0,0,433,3256,0,0,433,3256,California
Monterey,2020-12-24,82,3338,9,3076,73,262,0,0,82,3338,0,0,82,3338,California
Monterey,2020-12-25,6,3344,0,3076,6,268,0,0,6,3344,0,0,6,3344,California
Monterey,2020-12-26,92,3436,5,3081,87,355,0,0,92,3436,0,0,92,3436,California
Monterey,2020-12-27,6,3442,3,3084,3,358,0,0,6,3442,0,0,6,3442,California
Monterey,2020-12-28,478,3920,26,3110,452,810,0,0,478,3920,0,0,478,3920,California
Monterey,2020-12-29,901,4821,168,3278,733,1543,0,0,901,4821,0,0,901,4821,California
Monterey,2020-12-30,566,5387,97,3375,469,2012,0,0,566,5387,0,0,566,5387,California
Monterey,2020-12-31,34,5421,10,3385,24,2036,0,0,34,5421,0,0,34,5421,California
Monterey,2021-01-01,9,5430,2,3387,7,2043,0,0,9,5430,0,0,9,5430,California
Monterey,2021-01-02,136,5566,133,3520,3,2046,0,0,136,5566,0,0,136,5566,California
Monterey,2021-01-03,30,5596,29,3549,1,2047,0,0,30,5596,0,0,30,5596,California
Monterey,2021-01-04,412,6008,18,3567,394,2441,0,0,412,6008,0,0,412,6008,California
Monterey,2021-01-05,750,6758,324,3891,426,2867,0,0,736,6730,14,14,736,6744,California
Monterey,2021-01-06,654,7412,172,4063,482,3349,0,0,632,7340,22,36,632,7376,California
Monterey,2021-01-07,738,8150,568,4631,170,3519,0,0,416,7436,320,356,416,7792,California
Monterey,2021-01-08,1088,9238,736,5367,352,3871,0,0,394,7136,694,1050,394,8186,California
Monterey,2021-01-09,963,10201,935,6302,28,3899,0,0,313,6799,650,1700,313,8499,California
Monterey,2021-01-10,273,10474,270,6572,3,3902,0,0,7,6540,266,1966,7,8506,California
Monterey,2021-01-11,1059,11533,981,7553,78,3980,0,0,359,6199,700,2666,359,8865,California
Monterey,2021-01-12,461,11994,386,7939,75,4055,0,0,201,6140,260,2926,201,9066,California
Monterey,2021-01-13,1219,13213,592,8531,627,4682,0,0,1174,7269,45,2971,1174,10240,California
Monterey,2021-01-14,1044,14257,92,8623,952,5634,0,0,1026,8280,18,2989,1029,11269,California
Monterey,2021-01-15,1027,15284,38,8661,989,6623,0,0,1017,9287,10,2999,1017,12286,California
Monterey,2021-01-16,366,15650,300,8961,66,6689,0,0,360,9641,6,3005,360,12646,California
Monterey,2021-01-17,313,15963,291,9252,22,6711,0,0,300,9928,13,3018,300,12946,California
Monterey,2021-01-18,401,16364,50,9302,351,7062,0,0,380,10287,21,3039,380,13326,California
Monterey,2021-01-19,570,16934,393,9695,177,7239,0,0,413,10545,155,3194,413,13739,California
Monterey,2021-01-20,526,17460,267,9962,259,7498,0,0,322,10664,203,3397,322,14061,California
Monterey,2021-01-21,836,18296,90,10052,746,8244,0,0,727,11286,109,3506,731,14792,California
Monterey,2021-01-22,1015,19311,189,10241,826,9070,0,0,975,12222,40,3546,976,15768,California
Monterey,2021-01-23,237,19548,171,10412,66,9136,0,0,115,12216,121,3667,115,15883,California
Monterey,2021-01-24,58,19606,38,10450,20,9156,0,0,23,12204,35,3702,23,15906,California
Monterey,2021-01-25,779,20385,173,10623,606,9762,0,0,154,11741,618,4320,155,16061,California
Monterey,2021-01-26,917,21302,219,10842,698,10460,0,0,227,11278,690,5010,227,16288,California
Monterey,2021-01-27,856,22158,304,11146,552,11012,0,0,375,11172,481,5491,375,16663,California
Monterey,2021-01-28,1994,24152,724,11870,1270,12282,0,0,1665,12508,329,5820,1665,18328,California
Monterey,2021-01-29,1217,25369,699,12569,518,12800,0,0,1104,13501,112,5932,1105,19433,California
Monterey,2021-01-30,411,25780,264,12833,147,12947,0,0,180,13450,231,6163,180,19613,California
Monterey,2021-01-31,495,26275,74,12907,421,13368,0,0,482,13920,13,6176,483,20096,California
Monterey,2021-02-01,1648,27923,1141,14048,507,13875,0,0,1087,14447,560,6736,1087,21183,California
Monterey,2021-02-02,2139,30062,450,14498,1689,15564,0,0,1535,15378,604,7340,1535,22718,California
Monterey,2021-02-03,2327,32389,1048,15546,1279,16843,0,0,1554,16162,771,8111,1555,24273,California
Monterey,2021-02-04,2693,35082,2014,17560,679,17522,0,0,2437,18345,254,8365,2437,26710,California
Monterey,2021-02-05,3635,38717,2820,20380,815,18337,0,0,3207,21129,423,8788,3207,29917,California
Monterey,2021-02-06,1088,39805,377,20757,711,19048,0,0,750,21542,337,9125,750,30667,California
Monterey,2021-02-07,312,40117,268,21025,44,19092,0,0,95,21420,217,9342,95,30762,California
Monterey,2021-02-08,498,40615,285,21310,213,19305,0,0,415,21752,83,9425,415,31177,California
Monterey,2021-02-09,859,41474,678,21988,181,19486,0,0,549,21993,310,9735,551,31728,California
Monterey,2021-02-10,2004,43478,1038,23026,966,20452,0,0,1158,22305,846,10581,1158,32886,California
Monterey,2021-02-11,2439,45917,941,23967,1498,21950,0,0,1504,22879,932,11513,1506,34392,California
Monterey,2021-02-12,2544,48461,417,24384,2127,24077,0,0,1497,23331,1046,12559,1498,35890,California
Monterey,2021-02-13,1047,49508,43,24427,1004,25081,0,0,960,24204,87,12646,960,36850,California
Monterey,2021-02-14,585,50093,73,24500,512,25593,0,0,512,24643,73,12719,512,37362,California
Monterey,2021-02-15,1330,51423,130,24630,1200,26793,0,0,964,25241,366,13085,964,38326,California
Monterey,2021-02-16,1050,52473,240,24870,810,27603,0,0,829,25850,221,13306,830,39156,California
Monterey,2021-02-17,1834,54307,1101,25971,733,28336,0,0,1554,27127,278,13584,1555,40711,California
Monterey,2021-02-18,2097,56404,1084,27055,1013,29349,0,0,834,26708,1255,14839,836,41547,California
Monterey,2021-02-19,2854,59258,1525,28580,1329,30678,0,0,1321,26497,1533,16372,1322,42869,California
Monterey,2021-02-20,955,60213,595,29175,360,31038,0,0,910,27363,44,16416,910,43779,California
Monterey,2021-02-21,1191,61404,1163,30338,28,31066,0,0,1156,28485,34,16450,1156,44935,California
Monterey,2021-02-22,905,62309,796,31134,109,31175,0,0,603,28787,301,16751,603,45538,California
Monterey,2021-02-23,935,63244,613,31747,322,31497,0,0,296,28445,639,17390,297,45835,California
Monterey,2021-02-24,2354,65598,1216,32963,1138,32635,0,0,1765,29626,586,17976,1767,47602,California
Monterey,2021-02-25,4181,69779,2304,35267,1877,34512,0,0,1358,28162,2822,20798,1358,48960,California
Monterey,2021-02-26,4954,74733,2949,38216,2005,36517,0,0,2441,28097,2509,23307,2444,51404,California
Monterey,2021-02-27,970,75703,168,38384,802,37319,0,0,784,28699,182,23489,784,52188,California
Monterey,2021-02-28,1466,77169,76,38460,1390,38709,0,0,1012,29260,451,23940,1012,53200,California
Monterey,2021-03-01,1234,78403,135,38595,1099,39808,0,0,712,29452,520,24460,712,53912,California
Monterey,2021-03-02,2559,80962,1629,40224,930,40738,0,0,1810,30518,744,25204,1810,55722,California
Monterey,2021-03-03,2859,83821,1143,41367,1716,42454,0,0,1106,29873,1751,26955,1106,56828,California
Monterey,2021-03-04,4248,88069,1364,42731,2884,45338,0,0,2816,31264,1428,28383,2819,59647,California
Monterey,2021-03-05,2910,90979,1228,43959,1426,46764,256,256,2322,33257,587,28970,2580,62227,California
Monterey,2021-03-06,3372,94351,620,44579,2515,49279,237,493,2545,35213,826,29796,2782,65009,California
Monterey,2021-03-07,489,94840,108,44687,159,49438,222,715,225,35396,264,30060,447,65456,California
Monterey,2021-03-08,1387,96227,301,44988,786,50224,300,1015,978,36269,409,30469,1282,66738,California
Monterey,2021-03-09,1808,98035,678,45666,891,51115,239,1254,1369,37439,439,30908,1609,68347,California
Monterey,2021-03-10,2745,100780,851,46517,1479,52594,415,1669,1326,37766,1416,32324,1743,70090,California
Monterey,2021-03-11,3930,104710,1387,47904,2231,54825,312,1981,2297,38749,1628,33952,2611,72701,California
Monterey,2021-03-12,3675,108385,1794,49698,1798,56623,83,2064,2277,39712,1396,35348,2359,75060,California
Monterey,2021-03-13,2836,111221,866,50564,1745,58368,225,2289,1958,41021,878,36226,2187,77247,California
Monterey,2021-03-14,1614,112835,1185,51749,405,58773,24,2313,377,40191,1232,37458,402,77649,California
Monterey,2021-03-15,3813,116648,1224,52973,2310,61083,279,2592,2173,41004,1639,39097,2452,80101,California
Monterey,2021-03-16,3269,119917,554,53527,2419,63502,296,2888,1973,41978,1295,40392,2269,82370,California
Monterey,2021-03-17,4646,124563,2159,55686,2332,65834,155,3043,3287,44072,1353,41745,3447,85817,California
Monterey,2021-03-18,2200,126763,1114,56800,1007,66841,79,3122,1419,44831,779,42524,1538,87355,California
Monterey,2021-03-19,1745,128508,757,57557,956,67797,32,3154,1275,45671,467,42991,1307,88662,California
Butte,2020-12-16,3,3,3,3,0,0,0,0,3,3,0,0,3,3,California
Butte,2020-12-17,20,23,20,23,0,0,0,0,20,23,0,0,20,23,California
Butte,2020-12-18,50,73,50,73,0,0,0,0,50,73,0,0,50,73,California
Butte,2020-12-19,7,80,7,80,0,0,0,0,7,80,0,0,7,80,California
Butte,2020-12-20,10,90,10,90,0,0,0,0,10,90,0,0,10,90,California
Butte,2020-12-21,633,723,633,723,0,0,0,0,633,723,0,0,633,723,California
Butte,2020-12-22,618,1341,616,1339,2,2,0,0,618,1341,0,0,618,1341,California
Butte,2020-12-23,870,2211,854,2193,16,18,0,0,870,2211,0,0,870,2211,California
Butte,2020-12-24,160,2371,157,2350,3,21,0,0,160,2371,0,0,160,2371,California
Butte,2020-12-26,93,2464,91,2441,2,23,0,0,93,2464,0,0,93,2464,California
Butte,2020-12-27,35,2499,34,2475,1,24,0,0,35,2499,0,0,35,2499,California
Butte,2020-12-28,280,2779,274,2749,6,30,0,0,280,2779,0,0,280,2779,California
Butte,2020-12-29,203,2982,180,2929,23,53,0,0,203,2982,0,0,203,2982,California
Butte,2020-12-30,497,3479,289,3218,208,261,0,0,497,3479,0,0,497,3479,California
